time,corr1,corr2,corr3,corr4,corr5,corr6,corr7,corr8,corr9,corr10,corr11,corr12,corr13,corr14,corr15,corr16,corr17,corr18,corr19,corr20,sum
0.0,1.9244383254909623,2.049279266968814,1.957657625752678,1.8596367098031912,1.9435790453959239,2.013989933055147,2.1360359394868023,2.0345217781587754,2.1007030403473093,1.8689360221759244,1.9050052255830014,1.852106846357207,1.9384808851312814,1.9715120675821707,1.961275422731802,1.8931267628804451,2.0016517783725467,1.923789265072255,1.9385053851182725,2.0534964035560206,39.32772772902053
0.01,1.31357575544226,1.1174688220669922,1.174954891749296,1.1604481790902574,1.145312653141233,1.2881299251896494,1.2641311209587824,1.2339081002779435,1.4623883114698375,1.1916063333752713,1.1410181026218085,1.1872690514140742,1.1392451604828442,1.0967618073165384,1.1725035176929304,1.2550385661730363,1.1819950334620195,1.1463471148826934,1.1333688543978822,1.17675814630698,23.98222944751233
0.02,0.9837839472923254,0.9412719258952869,1.0065427828287303,0.985268736295219,0.9759306059163217,0.9920342708537789,1.0037748798901853,1.0935918020940052,1.0882342772188225,0.9845942679399222,0.9909330223031592,1.0664532282104595,0.941220071634308,1.0493495143632912,0.9127011296501298,1.0404629802201162,1.0277832495697365,1.0316811365102032,1.0022275711578585,0.9643589717144424,20.082198371558306
0.03,1.0235258956098925,0.9727810140657766,1.0124864087768568,1.0214597858700727,0.9837561376044043,1.0326080689167114,0.9344659033020598,1.0778249793340258,1.021238539277884,0.9657306897580339,0.9659971381518668,1.009624083687563,1.0022867248362872,0.9631978784485126,0.9792525991776776,1.0257702623992053,1.0334781399079613,1.0242110700409022,0.9964400443181826,1.001742033401597,20.04787739688547
0.04,1.0332218295521847,1.0349684457963562,0.9690422119940633,1.0632737723215169,1.000280994966525,0.9949482872575033,0.9431811346379764,1.0338969321684441,0.9736338236463234,0.9588424626971463,0.9001452225963561,1.032237684392302,0.9978993912015842,0.9847960423552334,0.9533203569854374,0.9971459667333805,0.9780400511778086,0.9912573806264738,1.000806704665542,0.9905405893634533,19.831479285135615
0.05,1.0079132914702091,1.1015835829810914,0.9418281611153104,1.0094897939443297,0.9676797886296707,0.9577866818514341,1.0045190038013248,1.0173070313278056,0.9650133569342556,0.9891104709232822,0.9836502665039701,1.0175845152381053,0.9946609103047411,0.9499748862100778,0.9539045499259732,1.0150890584998875,0.996090065963779,1.0280432317435237,0.9745293066737131,1.0141988445339507,19.889956798576435
0.06,0.9848016738829785,0.9727842896912845,0.9499363617973633,0.9973584634218118,0.9732759648817004,0.9320312226786133,0.9774925058617947,1.0011716684798393,1.0495058907502948,1.0061722472980081,0.9453781905345527,1.0404194057874459,1.0051138307801253,0.9602107794820294,0.9926642285209278,1.032586754371481,0.9583531736118175,1.0113317653144525,0.9581984028321336,0.987346534414271,19.73613335439293
0.07,0.9604523636074981,0.9662327337923814,0.9824450792218687,0.9349602109783105,0.99515187130422,0.9086861419258094,0.9596753552720946,0.9528250932735313,1.0388418794506806,0.9668794524932058,0.9673142844050309,1.040701949801107,0.9835028054083264,0.9780418674675587,0.9734016475501064,1.0191517738742484,0.9853107548623148,0.987721857524921,0.9852456944034769,0.9604230063116375,19.54696582292833
0.08,0.928479995759508,1.0415231973882215,1.0198612873627235,0.9668064589657758,1.0278134360290971,0.9046805749217277,0.9773872039438432,1.0087149372534177,0.9936105322716421,0.9742786679303861,1.0046645138141372,1.0136288103335527,1.0081603370140426,0.997201185094317,0.9685431720644888,1.0247138554695823,0.9716367857487264,1.062660735585496,0.9755840622197072,0.9737224027706549,19.843672151941046
0.09,0.9413879243017802,0.9845747398180393,1.0045126373691164,1.0062764102148096,1.0280499713775801,1.0376419928636007,1.0833963397207942,0.9861353891063148,0.9699484217916079,1.0747576312845242,0.9801164096284422,1.004433452804627,0.9928360607818488,1.06004159356311,0.9477390150140719,1.0118650725655218,0.9527563164648314,1.0308230642404395,0.9643976073478028,1.038676114885807,20.10036616514467
0.1,0.954081215903727,0.9926389819181742,1.0313406792674022,0.9811381974420418,0.9750844102922342,1.040222839213117,1.0286288023883858,1.0328236390659244,0.9531467598978501,1.0026095787503153,1.0219775332047187,0.984419861823238,1.0305447844522966,1.0566195887501513,1.0053426215258483,0.9561806739180481,1.003264653129482,0.9610926424424878,1.024785853108429,1.0729612431554305,20.1089045596493
0.11,0.9838083495190955,1.0446911414388753,1.0202351275575627,0.9413288572591779,0.9592851206849495,0.9855082203730089,1.0028038523198206,1.0114726631070963,0.9048878327992097,1.0078500052841972,1.0084502818625531,1.0066845612761346,0.9983801543547282,1.0039646497058663,0.9678303683369825,0.9654464513910658,0.9968622607727653,1.071200174710909,0.9687803446932165,1.0769803791411692,19.926450796588384
0.12,0.9907203478255648,0.9770124996482902,1.0149004779108226,0.957321187184469,1.0841087694778524,0.9976554978553308,0.9833306881010203,0.9432892418456676,0.8984506714485748,0.9803810708788084,1.0272462743048476,1.0475154985618558,1.0302004237272953,0.9524795514447902,0.9890463582578727,0.9542817273386717,1.005097851048694,1.0365638438085227,1.0332137629867792,0.9202497801810458,19.823065523836778
0.13,0.9682561913650353,0.9757994282718089,1.0408566460260298,0.9756542674345557,1.0315250322418583,1.0173792634055612,0.9635892831130543,0.9995708587833336,0.9067220838758852,0.9869224921966536,1.038597979210495,0.9865444671305079,0.964229200600537,0.9435952164659575,1.0166845271427956,0.9604843518122239,1.064492003994644,1.0157823278022289,1.047100319120858,0.9132428930291142,19.817028833023137
0.14,0.8919608556881203,0.9938149391420917,0.9888651674158948,0.9533257518933436,0.9882498795528265,1.0667478666583659,1.0327521987742048,0.9689175104920397,0.962079652848085,0.9614253379635272,1.0203197036927745,1.0283310133164656,1.002910578908126,1.0540062643780443,1.0778421322091631,0.9796647751842855,1.0082393141504893,0.9986018988164911,1.0253557117834777,1.0845413855502908,20.08795193841811
0.15,0.9797154472044045,1.0544634568941362,0.966933173276847,0.9952687118041448,0.9516875712306506,1.0594818161144417,0.9888576380290716,0.9549418690756893,1.0347331331806815,0.9485402046731511,1.0275542519706848,0.9848769770799128,1.0156659015691816,0.933841070812004,0.984944647074891,0.9773447872533405,0.9716717644652835,1.005123743912851,0.9837598270351908,0.9855070010296433,19.8049129936862
0.16,0.9954740984635854,1.039405139270377,1.0247514825400554,1.0230937577721702,0.995516329852873,1.005513809628885,1.0007391147923081,0.9741832297737998,0.9509344347819026,0.9940929494521682,0.9721777751917687,0.9743764202129924,0.9961777787024071,0.9515792856214457,0.9656249493419307,0.9680679775940413,1.057497266433235,0.9872024261985788,0.9785442859633556,0.907507037322959,19.76245954891084
0.17,1.03865417955104,1.012041669897972,1.0306327838569038,1.0075727929333005,0.9931363496460449,1.0001225467507038,0.9990919845022375,1.023112056711185,0.9731019134593236,1.0134841569391675,0.9545907863718466,0.9943110931141094,1.0266167838913545,0.9766027421225222,0.9906048287557678,1.0035771698543763,1.0475288897613904,0.9701391551162933,1.0050356850708073,0.98279341963583,20.042750987942178
0.18,1.0247642228439342,0.9525922057939784,1.0070737635007334,0.9883381167378636,0.9835333948907357,1.0373358885668384,1.000983810993417,0.9496450477957137,0.9556683584566653,0.9969562102589383,0.978648848560026,1.0007780609698325,1.0222244357309302,0.9526490507385954,1.020536470962101,0.9899586220008207,0.9729764868240097,0.9453020862878082,0.9856605799730994,1.0401994900813425,19.80582515196738
0.19,0.9772556227230987,1.0308000555456367,1.0339648648359805,0.99115204051651,1.0147230459860375,1.049763368963563,0.9992343227028045,0.9358371924245964,1.0202119602093278,0.9996005544495211,0.9546976281297062,1.0701670432385986,0.9374496907177164,0.9814061208696948,1.0006748567590606,1.0712372790573113,0.9720494842070982,1.0674440281553375,1.0361727893739052,0.9056083812835897,20.04945033014909
0.2,0.9657418176646375,1.0803247163774272,1.0360052684763876,1.018421832901471,1.001661011830472,0.9750095807641069,1.1003166277619971,0.9844658226786364,1.0418330589068259,0.9761983391716822,0.9731593548443557,1.0157216770458601,0.9919427570899448,0.9884855644208939,1.116834018854812,1.0158017510782489,0.9508215095457746,1.061612431695584,0.9837280841381512,0.9484590048563665,20.226544230103634
0.21,0.960505389350398,1.024815090509446,1.048297132147578,0.9645735676305384,0.9716836490734485,0.9567130142343477,1.0338532580419204,1.0022934840569135,1.050795452157283,0.9715916578661677,0.9665594363922294,1.0494370505506487,0.9894849770095365,0.9916302153843686,1.0685100676321044,0.9497162421485564,0.9626093992855982,1.020731844444427,0.9785666178043658,0.9621186680244405,19.924486213744316
0.22,0.9709515402501435,0.9416613310931853,1.0080395869766268,1.0201756919757425,1.014214818863741,0.9819878443543101,0.970577686830413,1.0502518365667297,1.0242639377104694,1.000852254381454,0.9467624091788845,0.997474943677462,1.1024366886469432,1.0083819160835605,0.9787457302670285,0.9555542027432159,1.0043227678594056,0.9897770192126011,0.939308700490904,0.9436618667067307,19.84940277386955
0.23,1.006823875832562,1.0429349375811214,0.9608133575026899,0.976313131212638,0.9319732295067311,0.9707676217948622,1.0447977521605454,1.0021892646353399,1.034701415278184,1.0156816818733077,1.0001119944838013,0.9959710450517176,0.9983197126863088,1.0037178199513586,1.001145986099155,1.0123186222487484,1.0435272430858458,1.004798218894502,1.0363679895445106,1.0062830228946695,20.089557922318605
0.24,0.9849252568381325,1.0271964681170669,1.0351837173029228,0.9672216999155633,0.9685184500252739,0.9659473393578332,1.0024980992722927,0.9809992350523238,1.0004524579636092,1.001171551071453,1.002810773311415,0.9635292098471653,0.9795766759907313,1.034506831987995,1.010892659780194,1.0169752797098641,1.0139569095049696,1.06705564031256,1.040361613360225,0.9587580457979482,20.022537914519543
0.25,0.9859461536960221,1.00378060011479,0.9777657741364265,0.9879066791855109,1.0087256806339222,1.042923450372717,0.9803756115607601,0.9508592121328927,0.9519911797111009,1.0095542891150282,1.0253698526496235,0.9934376419136985,1.0114252056377502,0.9604108015245335,0.9793046515413004,1.0006502657506902,0.9838218078967995,1.0109710803755294,1.0033113269129499,1.0062470188959474,19.874778283757994
0.26,1.0039063031598758,0.9961473144734314,0.9819150846416757,0.9601092689327984,1.0270918749111058,1.0462135714958873,1.0297881211380564,0.9839609086787281,0.9710810297897019,0.9652601018618823,1.0558636179618681,0.9871506939627567,1.0547933594457755,1.0765987265077301,0.9825878976531757,0.9853899726844456,0.9940801733991783,1.0756265506781513,0.9464586491999913,0.9342439166406746,20.058267137216887
0.27,0.9636511495146741,1.0537519343753277,0.9294131043726241,0.9698112804523907,1.0327326518801856,1.0261450840250772,0.916157482532045,1.0035898474151574,0.9988964312651344,0.9572603901171981,1.0317243861219483,1.0019878609906692,0.9460905408429816,0.9468876681743313,0.9707300935035086,0.9801853337094406,0.9861408118172149,0.9990323914878527,0.9053709546041044,0.9991562374892347,19.6187156346911
