freq,corr1,corr2,corr3,corr4,corr5,corr6,corr7,corr8,corr9,corr10,sum
0.0,1.2778667013435552e-13,2.69340105774063e-13,1.9206858326015208e-14,6.217248937900877e-15,3.306244167333716e-13,6.139533326177116e-14,3.7825298448979083e-13,4.296563105299356e-14,1.674216321134736e-13,2.7211566333562587e-13,1.6753265441593612e-12
0.10111223458038422,2.754200438919094,1.2203264583327187,1.5185755958109974,1.021829701480146,1.2557650597350178,0.9549509637693923,0.6743168322586588,0.7352343305627551,0.5249608451239665,1.3867620427291607,12.046922268721907
0.20222446916076844,1.6900076988502715,0.6713059944297572,0.33653750032121377,1.1078835867573495,0.7449868108384675,1.40445495989481,0.658894238161897,0.23392534464443518,1.7417213902073632,2.3987942217385365,10.9885117458441
0.3033367037411527,1.1017888483845868,0.9038552491705505,0.7256078651035328,0.504032241783899,2.1376095762083227,0.8989280199880921,0.20116092072303746,0.635618421690752,0.9187160463412561,1.433856998416095,9.461174187810125
0.4044489383215369,1.1602905755083617,0.02929493878426456,1.3571979846825155,1.5924256789200264,1.7057724307772266,0.5004483704869599,0.7021885961758616,1.1710800324369486,0.204247660820732,0.8872024503424113,9.310148718935308
0.5055611729019212,1.2358321454238157,1.1108178551611332,3.5057954185001945,1.819912617515361,2.723206185246925,0.2806259672927108,0.923411406472975,0.12070290194333731,1.041389074280815,0.26376077170481455,13.025454343542084
0.6066734074823054,1.542743701769717,1.2709295487319203,2.2133503964450703,3.880904705883657,0.34708097424220286,2.0974732745403784,1.5852456014536558,0.6779250965781756,0.7553690775640968,0.2591214056171483,14.630143782826023
0.7077856420626896,0.3559966051300107,0.4997517947659963,1.235910508113415,0.6258859089479867,1.323048104307463,0.25232030766402935,0.6621044754915583,1.5938636049434844,0.9942155549648385,0.37659242860870185,7.919689292937484
0.8088978766430738,0.5096879857172832,0.32318799844954654,1.1382726229594424,1.0396913546438284,2.238389661868796,1.537560045917624,1.2408201222757906,0.2832792008784023,1.5100672761149447,1.1270389624059673,10.947995231231626
0.910010111223458,0.4738282085289163,0.3395057401268545,0.630466320996783,1.72415851367812,0.7943583998731643,1.1052332083467171,0.4151044968890052,0.9282345526887458,0.6156903105481826,1.0163585327793765,8.042938284455865
1.0111223458038423,0.47364202353170537,1.129521764209471,2.882353096484957,2.75249622486357,0.4559188759323605,1.5473556130394903,1.0499157128313452,1.4193015635403263,0.794460305659831,0.16865486026255963,12.673620040355615
1.1122345803842264,0.7696447617735429,1.596563322282876,0.12533239042906755,0.45890136802281917,0.5613675752525066,0.654371504580156,0.6142619033019205,0.5746511819195652,1.523285386304754,0.3232012689763322,7.20158066284354
1.2133468149646107,1.4550280269610305,1.0856640376505189,1.122204891837367,0.07501764657635825,1.6806243873060838,1.2801646865078726,1.4266145239172696,0.8604985126096264,0.6892069893966822,1.283204608763597,10.958228311526407
1.3144590495449948,0.4004526759666369,0.2623245962337347,3.2800324422091167,0.8400464533591602,0.9120339667863747,3.3077067411280097,1.220823089400864,0.6019217004395426,1.3374524574548605,0.637936301290141,12.80073042426844
1.4155712841253791,0.4051919390607544,0.3472611678383867,0.9403241961753038,0.5730887940728188,0.47392387201599817,2.4011693080345933,2.0506994923300255,0.9789713205195086,0.862611972743966,0.3993349457419177,9.432577008533274
1.5166835187057632,0.5822553614903364,0.06493853903301805,0.657091143057371,0.6354863214326263,0.22030250471099092,0.9938200960262205,0.3790363089175611,0.9128105942249684,3.403805993801154,0.35976113026632855,8.209307992960575
1.6177957532861476,0.5546491324537842,0.2832826587926431,0.9574816257512794,0.2620507403515907,0.2652109601913154,1.1185733514720193,0.12927524410455712,0.7550596543708289,1.2296721397575496,1.1718832283415292,6.727138735587097
1.7189079878665319,0.45010436531071046,1.1091509266296478,1.612551695634158,0.36357225093933826,0.3289680052417954,1.5425735021594937,0.7849159667150861,1.0155710628235977,1.5143026247288622,1.0759456090120623,9.797656009194753
1.820020222446916,1.0266494822444023,0.7800692397004441,0.8202798827762441,0.6606277619132531,0.7418164555215491,1.4312738973645607,0.8646809689066973,0.9725385004812555,2.094270479321437,1.2351295250886265,10.62733619331847
1.9211324570273003,1.4230528899119135,0.5869958722135308,0.3185123672828378,1.4190036755972313,0.5212373788155513,1.7570487290783665,0.8539059500590958,0.2179132133476416,0.6837850743161193,1.302578355942912,9.084033506565202
2.0222446916076846,0.28168981839043344,2.1381633909319593,1.8813425427309833,0.13098636019545526,0.17699782469908423,3.0556838615694732,1.2769341317112752,0.3444600293523828,0.9905208870539022,1.7059729784945836,11.982751825129533
2.1233569261880687,2.0709757745714907,1.1749650661926943,0.6808722202121327,1.2340590631923627,0.2824441456369193,2.3061459239686997,1.9027188352456532,0.23984652106608859,0.9407506533133271,0.9188412007146741,11.751619404114042
2.224469160768453,0.08249364981475978,0.23086833704022797,0.5644765553390806,0.858633603512619,0.5158650063425668,0.721330511014341,0.7450655704557091,0.3339831237214087,0.877619918510109,0.9954246336323644,5.925760909383186
2.325581395348837,0.3580594159518243,0.23369022786004476,1.3520831229834522,0.535828638577145,0.8671637322540539,0.6229501192940121,0.7646576622131261,1.0775770098809463,0.363462747282551,0.5481846705727239,6.723657346869879
2.4266936299292214,0.061804766222352064,0.6350071017612906,1.6230053131660693,1.8273080390087486,0.7358413710964545,0.743700012138455,1.2514195349425752,2.098948037751071,1.6448436407614098,0.8295769271642831,11.45145474401271
2.5278058645096055,0.05863483912373018,2.637197825030167,1.6687281234406668,0.5325343698963297,1.464403814897783,0.8955789505192014,0.06442634309881781,1.3837965801158822,0.2779580502004146,0.78157434321127,9.764833239534262
2.6289180990899896,0.32816145470040337,0.3245630981464162,0.34618990915751047,0.837484225733466,2.179096999450863,2.098650727445665,1.435680742134917,2.0616466797379216,0.9368189187573344,1.8030446841665908,12.351337439431088
2.730030333670374,0.5133933997204086,0.1323470531027624,1.4376621841296822,2.7360097385970588,0.72199181582062,0.6517866414714282,0.7966534305743707,1.9987738393657979,1.0903997736622946,1.4627247564004215,11.541742632844844
2.8311425682507583,0.33564093602264095,1.0369304513174158,1.8455700729982392,1.155283405821255,0.4020363190088841,0.5076191018944806,1.0290992423751886,0.6933352706754623,0.8559886204790922,0.654636557229701,8.516139977822359
2.9322548028311424,0.26840393175312716,1.1234673768773207,0.678403192316213,0.589739851692107,0.8577083636702205,0.5019002501065846,3.886733267695134,2.901584943334,2.504094394986426,0.32263978799219556,13.634675360423328
3.0333670374115265,0.5177787628824966,0.7498020711265707,0.7594658067055626,1.1201707687243876,0.6063312141343729,0.8396642066448718,3.565052294379524,3.5149573374559773,1.6770193206425905,1.8314717174570383,15.181713500153393
3.134479271991911,0.1625073660222352,0.6079074636128263,0.34379220945367794,0.918072025865642,2.435241521476355,1.6191274211404045,0.9648279857206971,1.8002008978229198,0.7572793014409901,0.28192647100911544,9.890882663564861
3.235591506572295,0.881758505074163,0.75834392498622,1.206181757597936,2.878312815680247,0.6054444763129334,2.6407805140215648,2.1242038347394856,1.778667879527691,0.503369213428459,1.176239779694868,14.553302701063567
3.336703741152679,0.5692582133522329,0.2495185971044776,0.4553739751843543,1.4968399202134515,1.3984888006170777,1.8725367521815555,0.7499598939228298,1.9963305501849724,0.9350626664828657,0.4811414129971025,10.20451078224092
3.4378159757330637,0.5095369786832276,0.5267632535217659,0.8047352459901167,1.5554222058563023,0.7456894089303475,0.784518272004318,0.9585378491512891,1.1998830874472328,0.6161709148968794,0.797117547011718,8.4983747634932
