time,corr1,corr2,corr3,corr4,corr5,corr6,corr7,corr8,corr9,corr10,sum
0.0,1.8730155208241737,1.9843453714295518,2.1143373732412587,2.0151757377810022,1.9745211446713604,1.945845073950626,1.9454445606086674,1.9233851576168277,2.077022148775576,2.0081614347583385,19.861253523657382
0.01,1.1259167061766897,1.1058917927965688,1.244223626324265,1.2975216326833343,1.0972778431767731,1.2549825208395078,1.2357837816980186,1.179503683200711,1.1393704790895378,1.1555651563947436,11.836037222380149
0.02,0.9993177979573297,0.9785443178875028,0.9653961277902208,1.035857866020965,1.0073565254575119,0.9942929086923165,0.9972379294260539,0.9985853946240222,0.994387909281275,0.9728266879203126,9.94380346505751
0.03,0.990660879915104,0.9458822244576645,0.9329642131698909,0.9820414000806097,1.0060130969051775,0.9796788777217931,0.9932128477616993,1.0143880272975079,0.9717412276732582,0.9205702929703885,9.737153087953095
0.04,0.9451475566290016,0.9769572423637082,0.9654475971009082,1.0204151569990714,1.0249638053886554,1.0149862285964613,0.9757778842117505,0.9610764462284719,0.9698055954204461,0.9801648692502202,9.834742382188695
0.05,0.9929756141324267,0.960598805904279,1.016800022004944,1.0254942577593344,1.0279015287901887,1.0592605218478772,1.0190993784657019,1.0178129930841349,0.9888111527730302,1.011691335985477,10.120445610747394
0.06,0.9857593855888562,0.9767954166640025,1.0520027956788702,0.9990345549000733,0.9941471959292837,1.027966094255488,1.010266816097426,0.991123946614308,1.0518783134846512,1.0077535124443593,10.09672803165732
0.07,1.0549659280096557,0.9661304292271519,0.9864852633884245,0.9582125214022607,1.0168698122383255,1.0150898731879159,0.9922826833062929,0.9730574629324849,1.0466748403709067,0.9751478826430621,9.984916696706481
0.08,1.0355331404870154,0.9797822217499793,0.995784346159084,0.9728557057148185,1.0080050575852537,1.0075264777834188,0.9616398119659545,1.0107321488605878,0.9769553301362265,0.9953511396914384,9.944165380133777
0.09,0.984976965452315,0.9902710448525299,1.0452626192024697,0.9747784406975825,1.0051599474034023,0.9675717339680601,0.9611913321072701,0.9842992068200048,1.0081398252397338,1.0143566125102648,9.936007728253632
0.1,0.9693635368199401,1.0008202168630884,1.0621780250333448,0.9745863464959412,0.9911575856735121,0.9586818460276859,0.981037347555151,0.9806623834515804,1.0484363298266874,1.05325699867476,10.02018061642169
0.11,0.9863292951226506,1.0156931614839921,1.026815194450869,0.939835621177732,0.9773242902609471,0.9417022342816318,0.991383174153174,0.9896832505557702,0.9702596874933308,1.004710075682354,9.843735984662452
0.12,1.0036309832400139,1.024057214368535,0.979026666190586,0.9608143329257967,1.037101429798323,0.9829998139601132,1.0103600329459994,0.9648695056446904,1.0251791127796954,1.0269749461115043,10.015014037965258
0.13,1.029946251688962,0.9618515628459499,0.9660710029524071,0.9837807161677136,0.967757630529683,1.0299149521894142,0.94318309452071,0.9965059291117028,1.042400027245883,1.030197395935875,9.951608563188302
0.14,1.044623094520077,0.9605163951361461,1.0512372134366663,0.9892282674527334,1.002653289859609,1.0617953958268789,0.9398108554407785,0.9989089914492207,1.0020285978933638,0.9887440010063057,10.039546102021779
0.15,1.001917912943966,0.9742306944804305,1.0620914518013946,0.9692417342857076,0.9800810840427852,1.0253558100631057,0.9229417573643727,1.001678126056492,0.9977800970785742,0.9356530327356777,9.870971700852506
0.16,0.9847499358141718,0.9594762584810873,1.0231313392330021,0.9591466498129375,1.0376202029327235,0.9943225256400015,0.9373876612283613,0.967591960184427,0.9488587989827155,0.949446265849279,9.761731598158706
0.17,0.9970955125195499,0.9949117308750234,0.9873722031103436,0.9904435237678593,1.0155802346743668,0.9741175566018302,0.9816284063437875,0.9548118090690926,1.034338241087985,1.0515990139476505,9.98189823199749
0.18,1.0472539340543652,1.0529829069796222,0.9816148367572667,1.0607873138627566,1.0007285763878304,1.0026159590894623,1.0287594708832473,0.9778565525813098,0.9810453667086343,1.029175524253079,10.162820441557574
0.19,1.027856126217629,1.0555966174297544,1.0390768487197872,1.08476663794864,1.0171727643240844,0.9931523194419534,0.9947902044891335,0.9966644518145902,0.9856816465255943,1.0380554385121925,10.232813055423357
0.2,1.0287473339927269,0.9653344908949363,0.9968762904212594,1.0699344648299463,0.9572480627302818,0.9586238294974484,0.9668119703624592,0.9638493453048003,0.9461022766299422,0.9982134032908134,9.851741467954616
0.21,1.1158983809220764,0.9538128603541438,0.9859076993063798,1.0552778188293035,1.0148342437551192,0.9889045266509181,1.0435501307202093,0.9708065724228987,0.9285408616960312,0.9523903130152479,10.009923407672328
0.22,1.0508791908376491,1.0021020023652158,0.9680388924876647,1.0339964235284902,1.0330578742616072,0.9879268119009819,1.0746710238470987,1.0189760999792083,0.957674285861751,0.969220382210033,10.0965429872797
0.23,0.9948299004914293,1.03996496627556,0.9578231581271601,0.9882203073092304,1.0846915538135178,0.9557565730118025,1.0306374106279688,1.0031589239659549,0.9680330849022702,0.9948706352531225,10.017986513778016
0.24,0.969424635686861,1.0164082051056298,1.0310140431096657,0.9905580736933126,1.030988537588773,0.993990704766134,0.9935718206483684,1.0251434106256931,1.097045613608902,0.99932183774413,10.14746688257747
0.25,1.0134409736008352,1.0132990233126649,1.060613858173873,1.0443350420264093,1.0387624153588748,0.9734453297645632,0.9640885145761107,0.9964600791032021,1.0392671760088008,1.0262779686192127,10.169990380544547
0.26,1.0149347443706418,1.0127348036077455,1.0462679096053593,1.0211548718225718,1.0088350477493881,0.9864532312191785,0.9194154598351905,0.9767283440700343,0.9971433784928638,1.0037591451976156,9.98742693597059
0.27,0.96712409704558,0.9835029035726875,0.9683555396078805,1.0157058817559428,1.036616498982945,1.0334830921924094,0.9706108290063633,1.0665717384084166,0.9888858373700402,0.9722700324087592,10.003126450351026
0.28,0.9963050730847873,0.9905975051453589,0.9830131428693746,0.9846561952183615,1.054362612804342,1.0094215535781759,0.993069920216197,1.0867467059604135,0.9440312986759595,0.9886127449103228,10.030816752463293
0.29,0.9860569144599746,1.003795322514187,1.0015830421879075,0.9781669678727234,0.9901821924067721,0.9542189848159858,1.0186136103009233,1.0233102348222542,0.9856102558523512,0.9713178754523892,9.91285540068547
0.3,1.032955706342893,1.0066291139257073,0.9895426718737476,1.0022559182319315,0.9984112807281386,0.945912517115653,1.0070031406298128,1.0349278621232443,1.0377943151414484,1.0489038231618126,10.10433634927439
0.31,0.9677806857212535,1.0306166706421462,1.0138591726548243,1.0643084134459695,1.0251166229195292,0.966771301197057,0.9642946383454492,1.0104643176348482,0.9566531062333729,1.013789241451751,10.013654170246202
0.32,1.0098974033247023,1.0012376582926534,0.991401712446098,1.0237547589185134,1.038914230198539,0.9912581471155779,0.9833624654040344,1.0144731011017025,0.9592703597353753,0.9879125477581806,10.001482384295375
0.33,1.059992032773351,1.0033643699547625,0.9911571237049277,1.0162307323004551,1.0158147732994962,0.9821709200889733,1.023950759456935,1.0066258635889913,1.0148925413430079,0.9559349686391565,10.070134085150055
0.34,1.028373001522487,0.9602712484808956,1.0468567333568608,1.0067872316809234,0.9964626179523594,0.9640283041566251,1.010616497258615,1.0278779608736555,0.9793965832432331,0.9731456075593728,9.993815786085028
0.35000000000000003,1.020259738759747,0.9615344126800613,0.9945519298061402,1.0123892075742429,0.9996512864356197,0.9605210381487119,1.038080509559877,0.9926112050456853,1.0090730183240884,1.0138039994353278,10.002476345769502
