time,corr1,corr2,corr3,corr4,corr5,corr6,corr7,corr8,corr9,corr10,corr11,corr12,corr13,corr14,corr15,corr16,corr17,corr18,corr19,corr20,sum
0.0,1.9736776207825326,1.9620512508479153,2.0224146513699512,2.0192146011036294,1.9736978865415091,1.9593309476590037,1.930570324404219,1.8446498442173618,1.8911017668326782,2.014188592830832,1.9459659908751374,2.0215939375434897,1.9680857581855848,1.9535558713786079,1.971483978317257,2.0110109618009067,1.8662055659916916,2.0526493802611583,2.005764670661364,1.964755449835037,39.351969051439866
0.01,1.1979373150410932,1.1375799253108456,1.1714023157638922,1.2883317607851612,1.2815527509433746,1.2337796220652872,1.1071905330123146,1.1400675059751,1.1058929596064482,1.3068879345197828,1.1380124782599716,1.2092980412509415,1.2041378165356391,1.2290223071271569,1.2415312297827605,1.20935524242344,1.2216885835001032,1.2428872407858618,1.2508817630328712,1.1053520886440678,24.022789414366116
0.02,1.0240437379610503,0.9769226386993423,1.0892237435028889,1.0050312536061363,0.9828681154497703,1.0005391549250264,0.9663421183905709,0.9881095765433141,0.9624142061512058,1.0325688288048585,1.0487905243258402,0.986797310703796,0.9696641681068195,0.9404387150331818,1.0928047399815743,0.9897798608320453,0.9871554449958095,1.0264040492230961,1.0102731508715257,0.9993585701773389,20.079529908285192
0.03,0.9600004824873547,0.9981204099074165,1.049057551119878,1.0071612947615023,1.0219930523466363,0.9624604514126319,0.9736472982574553,1.0076234815318854,0.96472111214618,1.0220700095853585,1.0618439117776428,0.961403905826088,1.0142551272491602,1.0042577835193405,1.0251888819510664,0.967826764880394,1.0061775777341566,1.0232848413474478,1.0162146953032478,1.0245144203054888,20.071823053450334
0.04,0.9950587853496506,1.0248924098807837,1.0070332950074572,1.0594159308925417,1.0077389281331037,1.0065690973912698,0.9858799584456641,1.0551036732405048,0.9826850369566031,1.0223253578221188,0.9944044502159857,1.0142595777830585,1.0110450056954892,1.0227573681476734,0.990835369605722,0.951165122223832,1.011334459526997,0.9748519396414341,1.0468819440412862,1.0321410159464548,20.196378725947625
0.05,1.0158048821250325,1.015886366122388,1.0808945634606901,1.093144026292916,0.9584273860835911,1.0149510831163984,0.9689065093539349,1.027985481023358,0.9689923759425866,1.0217129693553686,0.9998308153654072,0.9747492479581538,0.9879128228933161,1.010765004047804,1.0111981639079808,0.9822438384570069,0.9909135153440757,1.0085575526719368,1.0697251021678849,1.0115363845586312,20.21413809024846
0.06,1.0435395008519137,0.9770688679469895,1.0123696746209303,1.0016631109349774,0.9466580845749757,1.0124917811672485,0.9648103205351675,1.0414490020917302,0.9570447416667935,1.0294768326679715,1.014138505091691,0.9748878198249994,0.9311774182467274,0.9561234530423701,1.0044022417200076,1.0191069408557878,0.966069059354925,1.003823088389953,1.0244755823562521,1.013275527875719,19.894051553817132
0.07,1.0626108377670391,1.0054512007187444,0.9937452910438714,0.9160319617539555,0.9408233579149426,0.955101708744425,1.015507641238859,0.9965380333704219,1.0135983973430547,1.0014396055090187,1.008686527526753,0.9912507953447468,1.0183627377984263,0.993561812627973,1.0199804366833911,0.9693196171438143,0.9620683460843494,1.0054640787610558,0.9687606644188577,1.0153855703445194,19.853688622138222
0.08,1.043207371763927,1.0140317331659925,0.9723712785415982,1.0120558263867303,1.0066726778890036,0.9090297804750769,1.008235794596003,1.0201967409962192,1.00697828045523,0.949244499520571,0.9978034470732352,1.0155797695777118,1.0164999040099238,1.0204281410322993,1.061613651696745,0.989959080352114,1.0333978267604962,0.9541452021817366,0.9888108316042482,1.0561441956596012,20.07640603373846
0.09,1.022579734027838,1.0253736846195611,1.0144392624652352,1.0408808815296202,1.0110638425976928,0.9503304834726795,0.9590009138638437,1.0145925096575181,1.012330297241578,0.9724224876434491,0.9797580794768116,1.0223145165516938,1.0116555688364621,0.9853642341929025,1.0007392486449969,0.9712903483955377,0.9948562903550958,0.9222192506408242,1.0128952362937422,0.9832239048073628,19.907330775314446
