time,corr1,corr2,corr3,corr4,corr5,corr6,corr7,corr8,corr9,corr10,corr11,corr12,corr13,corr14,corr15,corr16,corr17,corr18,corr19,corr20,corr21,corr22,corr23,corr24,corr25,corr26,corr27,corr28,corr29,corr30,corr31,corr32,corr33,corr34,corr35,corr36,corr37,corr38,corr39,corr40,corr41,corr42,corr43,corr44,corr45,corr46,corr47,corr48,corr49,corr50,corr51,corr52,corr53,corr54,corr55,corr56,corr57,corr58,corr59,corr60,corr61,corr62,corr63,corr64,corr65,corr66,corr67,corr68,corr69,corr70,corr71,corr72,corr73,corr74,corr75,corr76,corr77,corr78,corr79,corr80,corr81,corr82,corr83,corr84,corr85,corr86,corr87,corr88,corr89,corr90,corr91,corr92,corr93,corr94,corr95,corr96,corr97,corr98,corr99,corr100,sum
0.0,1.9642760795494232,1.9006018347715763,1.9829344249582213,1.9721418984156445,1.9672929832430992,2.0346395249168077,2.0142797958262135,1.9965654500932082,2.0327777042526436,1.8887873219913014,2.07398114259698,2.001851766792089,2.034839539115812,1.9817251512717904,2.1012571269045504,2.0605929374595897,2.0045556415069856,1.9560823859484995,1.9410055958982806,1.921334617970821,1.916076785257798,2.0445322506584205,1.9959094505829844,2.0764487844306987,1.9487420449528265,2.0166091320298754,1.873980530000302,1.9693372912134002,2.0576543608307274,1.9795329224661837,2.009556615012324,2.1406681039144755,1.938089114908449,1.9401452974448083,1.969006863907521,2.0951960165105024,2.007761598142018,2.059303230631302,1.9741235120835623,2.0116404937330667,2.093945036856937,1.9300582336403225,2.048829010840451,2.0648150305414728,2.016232809006196,1.96678832857618,1.922473995400061,2.0045943866438463,2.018032189385693,2.0517815585578356,1.9669725191974676,2.0309196973026187,2.1355537878695436,1.9844196865492207,2.1265090332779604,1.9191642201253298,1.9377154474442662,2.0047278724028916,1.9936010378121363,2.0870483523821695,1.9714169184355728,2.0858914827573583,2.00206313241278,2.0062018066813505,1.9350693171784767,1.9882423795019888,1.8927212108495375,2.063956668407999,2.052272236544895,1.9388458359540954,1.9310883716099694,1.9486619463741284,2.0272972367917648,1.9926510791589078,2.115595946124195,2.1621597455690837,2.000588947887754,2.1149513958219486,1.948343461959158,1.9860894494381516,1.9261159272113004,1.9420695511113781,2.0802338292562803,1.9666083416028959,2.0597099728638555,1.9777359370405934,1.9525491313305325,1.9296969492929397,1.913401947430757,2.0188840226118105,1.9408318245354532,1.8691762581247715,1.926123736611571,2.017572959920206,2.0662626825189663,1.9466215075499715,1.9365688860159964,1.9416465549570603,2.0346834588186717,2.0229213858349664,199.79354299010652
0.01,1.2016523871557687,1.2531534129371504,1.1257703050582806,1.2300510626726497,1.1429451778352553,1.2320225555453672,1.2847969502522332,1.1984685550424978,1.197310967805051,1.16018336570627,1.1389003252516678,1.1714974517612187,1.182842260872604,1.2245690600135144,1.3736404533502327,1.3099596141447578,1.237144149139179,1.1729649149999097,1.2550353286568545,1.0865097697855035,1.176071914082324,1.296013283199929,1.1589282216631553,1.233417646569278,1.2380517512949352,1.1645794215579184,1.1531311978477061,1.1983772185238142,1.238666990701825,1.1997148492179561,1.2395880330179911,1.1997877206431555,1.3289462605902727,1.1781374413258974,1.269986814327489,1.150164225270064,1.2777895519427465,1.2642953552943565,1.0972774317144076,1.1774841907513638,1.2942227687213865,1.1251281866129896,1.2442092639652012,1.2669180029629057,1.2570679172540458,1.2553590298848063,1.1688931326221634,1.3121888750378843,1.2241419524094297,1.0942308147627575,1.2569671989858824,1.0989392467615673,1.1664029758855972,1.252052054575307,1.2437751705616396,1.1623472103601675,1.1338364323300034,1.1210192794185545,1.2262286351656388,1.1715592664830563,1.115655570097774,1.378517129456585,1.205710324978211,1.1950829862281744,1.155918446960817,1.2617833265532825,1.2420974468572061,1.3061990441866875,1.128272892324837,1.2800222519236575,1.2706877237238996,1.1699244914371447,1.2152584831550273,1.3109561507982705,1.3239375562634825,1.250747165227242,1.2358438113539347,1.3158179964307184,1.20352207717292,1.178170836024902,1.2064737663324898,1.231805851507706,1.2474948124627632,1.2829974905496968,1.2083935105876793,1.2471544470518747,1.217374703072284,1.2069419427325356,1.1979156308577934,1.1950086276437772,1.284836914008456,1.2565752880301713,1.1222324840582931,1.2282765146016363,1.237903297440518,1.2800980901050403,1.147089189971993,1.211990654076809,1.4039792900225914,1.2943786344693753,121.9483618530218
0.02,1.006944386308248,1.0017759451190467,0.9703424984613765,1.0111058908478583,1.0036669221092729,1.0188820498924986,0.9852951714123533,1.027189153769308,1.013334787875538,1.0119426574866357,0.9977278500519569,1.0046359821978532,0.9766817381576106,0.997517680638875,1.0823534140107463,1.058050302953291,0.9718021938216158,1.0100673572689471,1.0167296113023392,0.9559046623077216,1.0060574505001094,1.0513367505407487,1.003872333982721,1.0003619220015234,0.9916849347069441,1.0309834033072809,0.9723013430047228,0.9841965961179738,0.9858977933270767,1.0400493676378673,1.0258676218443712,1.0165228085760865,1.034020530904691,0.9953068603304261,1.0361121663463124,0.9665095314004468,1.0473581538497243,1.029805498212098,0.9970879818974917,0.9941264702599246,1.0330506891995397,0.98923706094473,1.0287159380067046,0.9922131030519101,1.0419492988445715,1.0153048989903388,1.040458166111393,1.029484339920503,0.982201014693054,1.0169326211928007,1.007143403533749,1.0094668982795618,0.946968974546339,1.0205638538050066,1.0130173215084413,1.0065801467153639,1.0225820446412615,0.9943788422594337,0.9733302526263832,0.9414001225793748,1.0014390454198527,1.089368909149273,1.0307942492604043,1.0057275276222108,0.9835568260504791,1.0479854759876455,1.0307811842374908,0.9823673225221454,0.9650064793471002,1.0138377277105495,1.018074410288226,0.9844751761195647,0.9962161063312814,0.9777672354447393,1.051416113915341,0.9891545698127897,0.9787605507057178,1.012639266061923,1.0356457529830985,1.1007842180190577,1.0178079059246976,0.9891088557066126,0.9620966451146417,1.0334598086915454,1.00214727355081,1.0552387191150863,0.9697243589119233,1.0294462272225746,1.0101170722873076,1.0159546050237294,1.0629595735158044,1.021750488165815,0.9351621528344752,0.9701457083340707,1.0224643885349909,0.9539431982107816,1.0037641777747544,0.989096243248287,1.0198685821499922,1.060811632192153,100.85725452969099
0.03,1.0044770261326654,1.0205600254526097,1.0365357287455583,0.9932719887313212,0.9933603188601129,0.9980115992085802,1.0010592409437795,1.0435492755694387,1.0254644176867855,0.9979228403647772,1.0195811021588148,1.0381795162351675,1.0531434818788517,0.9778474811745302,0.9998759114068466,0.9689492554441098,1.0272226325113387,1.019124409353449,1.0111417696484901,1.0143062285503177,1.0290556224049232,0.9782028942584299,1.007070591260081,0.9801798499470752,0.9701827561304557,1.0016077517869015,1.0058930933217236,0.9956295710530937,0.9077377171094021,1.0240953631313936,1.0412555632998395,1.0514488446257337,1.048315119078387,0.9768871743807924,1.0506907384229607,0.9935676085211131,1.0884400696730225,0.979485911666464,1.0156993526988967,1.0399036992535788,1.0464533528195188,1.0149794491748247,0.9894204570407573,1.0338061565061327,1.025175680984559,1.058934172725446,0.9868138103559281,0.9764502173496765,0.9872839610923708,1.0081592172750293,0.9898384229850986,1.0279030923284351,0.9687149493139038,0.960313397433311,0.9762457224835293,0.996114642621304,1.0047966506012624,1.0199983862250108,0.9837986570930873,0.9824114091960907,1.0187804646062282,1.0399604865415621,0.9771453536336164,0.9818018578428623,0.9997195910451954,1.0516445029243797,1.0723238835132693,1.0009319893245168,0.9454448197834414,1.00219243238577,1.0096549263205408,1.0728830858475153,0.9870992219395112,0.9275412932674771,1.0703137514365477,1.007703516590092,1.01962933604356,1.0000671668274486,1.023514826714639,1.0783289829877207,1.0194529332560422,0.9629853050591949,1.0209992988849426,1.0326180649702565,1.0722270978435966,1.0149724294720304,0.9640590756474641,1.0207695443278308,1.0084372238929535,1.0133379269580398,0.9872483009232864,0.9770875835653356,0.9682995644562131,1.0219942621761882,0.9712665299411967,0.9642255130173694,0.9754485099686973,1.0274512370565274,1.0061315151747712,1.0382188156984864,100.82045756955343
0.04,1.0083953201618694,0.9826269248217169,0.9776327290376724,0.9764066838087377,0.9779630674849809,0.9808873401134299,1.0251708975543539,1.0022596803332364,1.015313643931246,1.0201519986674497,1.022814285217731,1.007174832751117,0.9831651950384678,0.9474157251235792,0.9815052852704303,0.953558393265773,1.0964052425906605,1.0385901723504716,1.076860703367733,0.9809363270265631,1.0268207150870345,0.9547464336781525,1.0047216189437944,1.024145993383637,0.9942502272432655,0.9986685147225537,0.9904921416748301,0.9602712125528842,0.9688289817134679,1.0186277666846346,1.0148860312272239,1.0494415637714012,1.0187434739455477,0.9895424444464371,1.0591354175569765,0.9593319444199236,1.0978126136733515,0.939025297801758,1.0299930173151135,1.0508982437215446,1.0361538486902067,1.0461253396022399,1.0218650856219238,1.004454939390816,1.0403596520121954,1.0337724291488095,1.0141422445967887,0.9433957630016679,1.0001446414512514,0.9917496311742714,0.9931217854945074,0.9783629474885137,1.000066413206491,1.0141754916756325,0.9407010172316443,0.997059067260243,0.9640992513549979,1.044082124740439,0.9947773304201888,1.0195622863452054,1.016871931821887,1.02317347615309,0.9750645767639206,0.9792982426138395,1.0012105106531148,0.9909113746795915,1.0507624213773763,1.073642408858073,0.9914145095726488,0.9954375312520469,1.0335865066026628,1.010782214691779,1.027373066112185,1.0025888756928687,0.9917124302871001,0.9845534723664175,0.9774171488294381,0.9920093513520677,0.97610007167898,1.0447133475079264,0.9767775292521833,0.9982385359913966,1.0857789123631174,1.0242244271758238,0.955122198838273,0.9942978626137265,1.0359308422221896,1.0160889658608379,1.013348806105175,0.9548680805717321,1.0128150728960337,1.0197291414645955,0.9899371883272222,1.013945372531848,0.9969910951052802,0.9145119286982796,1.0012020802462394,0.9868618487615852,1.0545571162159517,0.9933740969535964,100.46101396245083
0.05,0.9876497690188301,0.9576456804231593,0.9821862439158939,0.9412330380999958,1.0182069791081736,1.0106065906313906,1.0743255403831926,0.9449004969269439,1.0351908524212654,1.0100028745930256,0.9935604150934548,0.9880802209637861,0.9374130545323108,1.0039279187087873,1.0513396110913276,0.9553132989772554,1.0358849514656203,1.0452502683180314,1.0227484665167994,0.99876401793781,1.030993674892219,1.059508848451494,1.0097597187445568,1.0527058277965629,0.9685295017824883,0.9911833411472574,0.9935920593237125,1.0175480372730583,1.0107953308306126,1.0108008059361928,1.0383761534199576,1.002369094878789,1.0045525362051797,0.9865030503043946,0.9988726184300598,0.9587495408941826,1.0452501177858557,0.9373470517156008,1.0068973174072178,0.9764016343301221,1.0571798249178657,0.9654811513673607,1.0022374648713397,1.0077994121699367,1.0370582721604786,0.9746100580606357,1.0077465010606645,0.9884701395790636,1.0197926404642481,0.9732651222913586,1.0016995429615412,0.9955414741430383,1.0172992964677154,0.9970439805441167,1.0004630485411943,0.9732011163315565,1.0151401866855638,1.025017933101307,0.9828726752344953,0.9173751353778911,1.0188425057967267,1.0134192033876617,1.0015030831264229,1.0444825077999906,1.0184965236118186,0.9997875462128762,0.9876000952618507,0.9550733958718476,0.9435353847265182,1.010727704873587,1.0316812531909914,0.9760754214507288,1.0211093670607514,1.040000038027436,1.0120829099480628,1.0133661856680558,0.9489176866994672,0.998472471100477,0.9817648550931705,1.068800806679597,0.9690319337927864,1.0575199909880062,1.0475842362263366,1.029978714783997,0.9740334383323969,1.0134367842488918,1.0127090229132274,0.9942684644086961,0.9951700136374161,1.0053185435268541,0.996201829808756,1.0539658177873734,1.01090287814553,0.980345121512098,0.9437822533580565,0.9032119900800557,1.0252932918428557,0.9950281983642423,1.0629497261686924,0.9748703491692908,100.18560307169155
0.06,0.9755939215720141,0.9998413879289918,0.992973053676242,0.9792531236273064,1.0128840951385325,1.0261618969956823,0.9977900609350502,1.0061351968912866,1.0001567098667998,0.9754244769026486,0.9727938441105067,0.9845162869465395,0.9868168178919414,1.0116511678548263,1.0312333067596533,1.0224283315167135,0.9422454818437597,1.0259472793528965,0.9879443595032145,0.9756312067685576,0.9863303876188045,1.0481395231733552,1.0198173307420955,1.0280697217510353,1.003877343244228,0.9800531443483019,1.0248329862771626,0.979891708166033,0.9670058758089568,0.9936086815586426,1.0637825076146832,1.00537043159295,1.019313772212443,1.0143875904053279,1.0295153671238852,1.0207281069700544,1.01730197587344,0.967279462013983,0.9605197677463435,0.9756490425603787,0.9906280435982208,0.9943425381400571,0.9643724995813507,1.0170649047087943,0.9903637979071953,0.9365045913026199,0.9984750133298782,1.0054061752139802,1.0039546352840418,0.9752246245980589,1.0149850499116682,1.0146513356902003,1.0037950209331483,1.0182934677877167,1.0091988646005408,0.9232990804007403,1.0634463563826146,1.0501643764966393,1.00085948260106,0.958736531619246,0.9427392576003686,0.9393887259109281,1.0753815332317627,1.0431408111206844,1.0071455527503663,1.0136976494531302,1.0399182180938626,0.9595779704869067,0.9652658776245652,0.9910294839627966,1.0025026634632004,1.0555039437748288,1.0674389993861408,1.0243892979988163,0.9820290525572446,0.9886234069982466,1.0421807454681964,0.991766041686802,0.9767444117300405,1.0066922039511177,0.9527082370101527,1.0359056497392831,0.9544605097252553,1.0274137121737792,0.936103562238345,1.0356279684716152,0.9807708948236997,0.9848793673163869,1.0396814155627983,0.9961606384861424,1.0386494496689975,0.999200704606884,0.9842158426342438,0.9494194059164026,1.0028978586584292,0.981821318556787,1.0060117143245282,0.9851189305868177,0.9862718992628687,1.0216395221764156,99.96077757216285
0.07,0.987619073824392,1.0577135349883484,1.0298792683632831,0.9951454706174657,0.9942760883160606,0.9922838380703766,1.023303356082837,0.9901439697733392,0.9611535562849436,1.0157943788002701,0.9697811586473816,0.9785573425273417,0.9523981427543238,1.0532297046753205,0.9660977365437733,1.023252881568131,1.0011813679038315,1.0098672096160344,1.0243459600262743,1.0054013675955655,1.028143235952635,1.0153507515317723,0.930342355405335,0.996921677523397,1.0403952455638363,0.9393597333479934,0.9507909546562445,0.9731838885269389,0.9848805405276295,0.9725375336611927,0.9819562675821235,1.0072813637586593,1.0102026853249517,1.0778612282484756,1.0635560646325353,1.041897448618744,0.9833112371144164,1.0431424572619643,0.9622725032634126,0.9951503212960505,0.989733239400455,1.0259329743025405,0.8929367877092542,1.0129246658383488,0.9892830163887228,0.9628131569630511,1.0113167263666982,1.0251168764020189,1.0025659514252967,1.004789088930393,1.0060408807530206,0.994177439441113,0.9914186567849375,1.0193179333199274,1.0071316651596427,0.9607142796532466,0.9930698338724577,0.9973961454573741,1.04089281551161,1.0434443745445978,0.9911479324825473,0.9411247872347289,0.9930625479782504,1.051938269151386,1.0389702468095867,0.9745845369206948,1.0450730249296316,0.9700806802300734,1.007236779446943,0.9841983913599421,0.9295801929056929,1.0279419455366403,0.9919276778993135,0.9931006412662173,1.0659096343612966,1.0162494906973014,1.012397977082982,0.9890640482685246,0.9857648016567527,1.012372203227822,1.0050274604972702,1.0271103306729763,1.0248476621841118,1.0199751856674166,0.9741141597965418,1.0260382121711973,1.0115970298699746,1.0382008764620472,1.0587528849665626,0.9708748946364573,1.0277971023110974,1.0255955340451415,0.9410307499876376,1.0290040953934592,1.0552892679807537,1.021536705971326,0.9536073541110361,0.9905233681019139,0.9954481039567441,1.0277377067571907,100.24681390398953
0.08,0.963666255755378,1.0502973371455568,0.9489712619974553,0.9636809023234005,0.9834776072435039,0.9714989520326971,1.061367449019134,1.013797182470733,1.0279293341221492,1.0023594772552622,1.0509417514400328,0.9556884034243404,1.0262482145347116,0.9991517621605737,0.9743402315501049,1.0424287103626244,1.07029586868355,1.0226588072694593,1.0461341121495378,0.9700563167742978,1.0165967879648872,0.9469603551259278,0.9506183116255214,1.0031917695832995,1.0141587274222417,0.969327888816672,0.9879844314918544,0.9599818473265049,0.9769369711000628,1.0285111846136141,0.9463058434574144,1.004176727007014,1.0005564913344371,1.0965982055035974,1.045206426475082,0.9931028052176113,0.975649723697731,1.0675591076422335,1.0745253226493483,0.983543055070984,1.0320637699868604,1.0062500084523929,1.0084411013061068,0.9678043244144181,0.9732163781384938,0.9211424512057017,0.9776608123949544,1.0402326257866574,1.0208957568235495,1.053912656870255,0.9395907086150928,1.0287616391593999,0.9487273083877464,1.0289746809261264,1.0015664451161224,0.9951497212347127,0.9833943129994662,1.0008571142069287,1.0404849554074416,1.0501029763663443,1.0135681512197763,0.9881752076165278,1.025918313388872,0.9849500510925446,1.0038852533443963,1.02061314793255,0.976209327815206,1.0181497725433228,0.9753190860355875,1.0154846999053369,1.0027136926603397,1.0112431471477836,0.9745693098538628,0.9847810305906328,1.0513200671795446,0.9600816401034425,1.0123603015687326,1.054475781987482,0.9789576754763409,0.9604952728607499,1.043038303720396,0.9562343125003889,1.0253753619982375,1.0340516862971438,1.0105158204805686,1.0108913346049873,1.013156485921163,1.0115902454790096,1.0064870839296771,0.9956036461154019,1.0225232355296499,0.9965966945146477,0.9572366764386885,1.0383739855526462,1.0246609630517287,1.0446982295038596,1.0214096705025988,0.9618342376833584,0.9613695895393973,1.039305931842506,100.39393609416838
0.09,0.9741676530084571,1.0667748119226201,1.0262475387546959,0.9599312155952999,1.0030687100716338,0.9834907733445921,0.9950545949514336,0.9918664321690182,1.0556622228339951,1.0675616145835718,1.026142264229857,0.9561847082161673,1.0483314209716348,0.9646054175211127,0.981696197893025,1.0004139905956397,1.009522275427679,1.028328914087297,0.9706982456706056,0.9221256318997799,1.0051327856210968,0.9631247341444091,0.9211835248068425,1.0324192210390326,0.9951602966854011,1.0003224687182386,0.9534231842759006,0.9896368463413168,0.998628269295208,0.9831359715335151,0.997452431284012,1.0097633153829082,0.9897800951183441,1.0299955352973782,0.9837272946138785,0.9831413254289795,1.0005215732811785,1.006962517475923,0.984482734251295,1.0219690058989963,1.0140914367793248,0.9988096283448153,1.038254150937926,1.01210536905961,0.9940806153140969,0.9515542726870507,1.0049027912240371,0.9738004763914617,1.0090998294591476,1.0508094229892608,0.9807845350769338,1.0383761439668655,1.0073933716421906,1.0281960899695755,0.9789839643037904,1.047842190446887,0.9804470226530375,1.011372395772176,1.0070098789420034,0.9830995532320655,0.9912638338515741,1.02897244252017,1.0050626541325982,0.9733803266378989,1.0108492425816988,0.9945955583523495,1.0100006919049667,0.9576333006513107,0.9854129000203379,1.01917974018787,1.0166179247584237,1.040048393356795,1.0050559297789665,0.984937339480641,0.9663569425184461,0.9709701654047884,0.9937949523936841,1.084828834216906,0.9442106585443902,1.0062674163719345,0.9877579764630721,0.985848290955412,1.008504701083824,1.0131932799305963,1.050106195230748,0.980259616972012,1.0245063510973846,0.9817471428536577,1.0256704338042486,0.942751104830619,1.0546717434033586,0.9929129970526611,0.972145097408909,0.9802738867153756,0.9872805609712842,1.0704645814291334,1.0247497348695738,0.9373606153054338,0.9596485402295905,1.002721306494341,99.96486430820121
