freq,PowerSpec,sum
0.0,-3.497202527569243e-14 + 0.0im,-7.172040739078511e-14 + 0.0im
0.06666666666666667,1.9693838316591146 + 1.2273365456722867im,9.402921714279481 - 50.18967886455346im
0.13333333333333333,1.4916954443477486 - 1.625414003243772im,38.70242686094887 - 81.77414528390129im
0.2,0.2817719350214918 + 0.9204807875588776im,2.897702296955773 - 16.647510636094406im
0.26666666666666666,-1.4490652843482885 + 5.452885702225808im,8.831267871510875 + 40.506045606614165im
0.3333333333333333,1.9819749001900389 + 1.5974910204255952im,-26.666996744395995 - 65.37833720900014im
0.4,0.4951306745155743 + 0.32644437134262166im,0.03863750871757671 + 0.6931730182612259im
0.4666666666666667,-3.7755918111492264 + 1.34026236108819im,-3.5433204143463444 - 30.833487584614385im
0.5333333333333333,0.2986449940292196 + 2.0475996827931313im,-58.745515436666345 + 22.412284250338093im
0.6,-3.225455429951456 - 0.594744880801294im,-61.20107345538757 - 73.61935598126496im
0.6666666666666666,1.3145207526123088 - 0.3428807887340562im,4.695343779952605 + 44.729566117894244im
0.7333333333333333,0.8440242740902737 - 5.714811284480119im,73.8493823050144 - 44.01106429194164im
0.8,-1.813598382009583 + 3.5477759883204825im,32.42879096662143 - 28.085960856972022im
0.8666666666666667,-0.2913701535256368 - 0.171365358592409im,-20.3157211627138 + 22.19920301221052im
0.9333333333333333,-0.3134391198534616 - 0.7011327337661307im,19.545106427658588 + 15.331790567440958im
1.0,1.4227706130146673 - 1.1092197751460986im,-1.7686097101872829 + 2.6882065471998686im
1.0666666666666667,0.7935788122444688 + 2.2337771740062524im,33.25274169867209 - 15.510075401786846im
1.1333333333333333,-2.5106596392927085 + 1.6414935540004967im,-7.180060673123506 + 8.602215893698514im
1.2,0.6811220671231738 - 0.807813983728755im,35.62491747921937 - 10.844220079452066im
1.2666666666666666,-2.05152890887571 + 2.2902243999480287im,-5.223295312446078 + 5.950328952029633im
1.3333333333333333,1.372796671190475 + 0.5709011959808921im,-11.516354348826939 - 9.176167398723113im
1.4,1.1679088670229618 + 0.58409157422977im,31.523352139788283 - 15.85259673810025im
1.4666666666666666,0.8493698009922261 + 2.2344680325120487im,13.558980563853162 + 17.066876463198398im
