freq,PowerSpec,sum
0.0,5.440092820663267e-15 + 0.0im,-7.882583474838611e-14 + 0.0im
0.1,1.6857128803677406 - 1.37926934363519im,-8.514494126110026 - 24.08996619454352im
0.2,0.07306553685181619 - 1.2157362826520215im,-2.4352986059254373 - 6.605327213828588im
0.30000000000000004,0.3171660297143981 - 0.39492120495598937im,1.0712373098211514 - 14.53506178563149im
0.4,0.46097145954867214 - 0.6503162684930769im,-5.764630480311726 - 16.074522144872397im
0.5,1.667284490715331 - 0.915028117110354im,11.676010532536008 + 6.732637602781382im
0.6000000000000001,-0.281579861713047 - 0.5980117812333453im,2.7390115349937028 - 4.764556011485856im
0.7000000000000001,0.026863374038558263 + 0.34088231655504486im,-2.5432803302786025 - 3.4584337974736377im
0.8,-0.254732558463416 - 0.3199776471795207im,4.940254714372648 - 7.374888762118854im
0.9,0.16323438480283123 + 0.24457604801458005im,6.740159355880631 + 12.29749251463743im
1.0,-0.08517628105294273 - 0.033896012329420196im,-0.40133651534848325 + 2.5504267328487082im
1.1,0.22653980713630312 + 0.2724152902329308im,-4.697390618829225 - 2.2854095475098046im
1.2000000000000002,0.17657899343212155 - 0.8723798860395173im,0.35636966833581796 - 4.473461368532899im
1.3,0.07310513967096405 - 0.050443662431994246im,1.7749656456163398 - 7.175745695102917im
1.4000000000000001,-0.21501955408461276 - 0.019700031902379955im,7.265732296444827 + 7.166471835601271im
1.5,-0.05116861078179946 - 0.1320276131590138im,2.1247246136131976 + 4.144345889107569im
1.6,0.5435399563280086 - 0.3695517931949566im,-1.721654729071178 - 8.621962450260844im
1.7000000000000002,0.4194030510938094 + 0.5038497982229581im,-0.14571267419276057 + 3.957991357633609im
1.8,0.9161786071269071 - 0.2250013518998608im,15.15279916674417 - 0.4495630954260883im
1.9000000000000001,-0.1663939477079759 + 0.34314548442221227im,2.4807855882695287 + 8.19567394405942im
2.0,-0.3797010593209976 - 0.14827522751994793im,43.820567638338886 + 9.53477130281333im
2.1,-0.03622367203901675 - 0.2920336278453325im,-2.0080901256788293 - 0.36186091451418667im
2.2,0.18649780634519397 - 0.05513128791087055im,-4.21002055388683 + 1.4621547820113538im
2.3000000000000003,-0.33258925580453713 - 0.0715253541362614im,9.684188638378613 + 4.8932111200347785im
2.4000000000000004,-0.5172622515169385 + 0.4541198926177347im,-5.0311235385582185 - 3.767353970409375im
2.5,-0.23017866958882785 - 0.08995125774319529im,1.1439526101282915 - 7.085699757838891im
2.6,0.25709363852797523 + 1.0068551705846125im,-8.126813428882047 + 8.961185902499622im
2.7,0.7887843722849041 - 0.09787136091010261im,-4.80662448139421 - 5.262575851142727im
2.8000000000000003,0.1877761698233985 + 0.12338771962934497im,-5.542527992639615 - 1.5609359022501004im
2.9000000000000004,0.07216534149794618 + 0.08894078107662882im,0.052956579556932004 + 4.214482680635672im
3.0,1.0273434527884677 + 0.07020792716787622im,-0.10864733470816357 - 2.5823228770303084im
3.1,-0.2373872038518315 - 0.5799200388930595im,6.678868319292239 + 3.700658787336302im
3.2,1.055850497833415 + 0.07705988223047505im,4.9341338218340685 - 3.8367157665796956im
3.3000000000000003,0.1054178215540858 + 0.16019943957183877im,2.662499049103307 - 0.8771065159882462im
3.4000000000000004,-0.3541221222580526 + 0.7200792797256566im,6.442797210094641 + 1.7140496399425742im
3.5,-0.37191440901424044 + 0.43775663430327516im,5.1351429816594125 + 3.772838359053208im
3.6,-0.32300128557899144 + 0.013266966612290737im,4.8712143654197515 - 1.9765769300053138im
