freq,PowerSpec,sum
0.0,-4.3298697960381105e-14 + 0.0im,-7.749356711883593e-13 + 0.0im
0.1111111111111111,20.680645169229443 - 10.020746166419622im,1.806355159014732 - 125.11854244896988im
0.2222222222222222,3.6899866723103463 - 3.2173575415225564im,68.34054794043604 - 50.9664766050431im
0.3333333333333333,0.5793829821599232 + 1.90658073526365im,62.322972510194454 - 22.727282061501214im
0.4444444444444444,-0.6587818924142727 - 1.7308833428603179im,-29.589139429519463 - 38.348325244278215im
0.5555555555555556,0.392500482566706 - 1.9476275081912728im,20.94572627197655 + 31.810714432729768im
0.6666666666666666,0.9996248173960184 - 1.3620155055805152im,46.16461432366122 - 0.4823630010333737im
0.7777777777777777,0.34751192179720625 - 1.255076285738155im,10.846545190526115 + 9.102469332524775im
0.8888888888888888,2.062974771570493 - 2.191275104694604im,-61.09194271514078 + 63.78104678406627im
1.0,1.905609213395048 - 1.4143316412824678im,183.1817655769396 - 7.655962511427253im
1.1111111111111112,0.21145022937016897 - 1.7861049119090497im,-41.07622592499528 - 82.63304005767782im
1.222222222222222,0.1889527016578858 - 3.141127467692236im,91.22468472427454 - 66.51125630188804im
1.3333333333333333,-2.9126413466651737 + 14.343421497498978im,33.59257001336585 + 53.709860249916325im
1.4444444444444444,-0.6681022808778305 + 3.9761175526164116im,71.81874683684256 - 58.994216157572595im
1.5555555555555554,-4.846972660328852 + 3.5839206454519568im,65.20497035801264 + 24.41732170361595im
1.6666666666666665,-3.266472228282403 + 1.609153598143905im,-47.660942972823406 + 32.11980152059571im
1.7777777777777777,-0.9046382893550988 - 1.5361204745144645im,16.733050006607588 + 62.640524621489945im
1.8888888888888888,-0.5107104170046984 - 0.3343151484221121im,-83.67766391334474 - 74.63419673874581im
2.0,-0.48940673771309284 - 0.3235953640363494im,143.78000742596538 + 26.58372001349142im
2.111111111111111,-0.6139923642022785 - 0.48715522473241574im,17.1031590009667 + 48.29066894189079im
2.2222222222222223,-1.2772397231602395 - 1.208116883484477im,-11.702059442217735 - 52.274816994640496im
2.333333333333333,2.397708921566646 + 2.6226150988984656im,-78.34838050890588 - 52.72444964229243im
2.444444444444444,0.560013186370808 + 0.6780544888686257im,39.43652364516533 - 6.985321630568943im
2.5555555555555554,0.45410545948394904 + 0.5353679363963488im,83.43360033871382 + 73.2238475919013im
2.6666666666666665,-1.5085062803856824 - 1.059866046827734im,-7.373671475336765 - 26.86603322026989im
2.7777777777777777,-0.21603409529898587 - 0.0023915582651280465im,22.0382428454948 + 4.187690339230517im
2.888888888888889,-0.4636128798283895 - 0.18900363586368835im,87.14596170268014 + 16.17628470104971im
3.0,6.750437100749776 - 0.45331666933432707im,96.03591106751509 + 37.45019318387165im
