freq,PowerSpec,sum
0.0,-1.0125233984581428e-13 + 0.0im,-1.7408297026122455e-13 + 0.0im
0.06666666666666667,0.39829765078387136 + 3.723818094081906im,5.0682664560625454 - 5.369126105114503im
0.13333333333333333,-0.9607142700203326 - 1.4059314995401146im,2.057257602317814 - 2.668403198349921im
0.2,0.6230521376404354 + 0.3353690923001183im,7.80905564607574 - 0.536445502848613im
0.26666666666666666,0.7918215046038788 + 0.7316060018802354im,-3.803518558072659 + 0.07220992132746917im
0.3333333333333333,0.6476905162060088 + 0.8090552778568502im,1.0779277744966218 - 0.49295960060808286im
0.4,0.5429283702426247 + 0.3787324080978847im,-3.6362012919650377 + 1.5281751625364626im
0.4666666666666667,-0.15938366934266068 - 0.0163653358888306im,1.2682563203383732 + 2.779117064871763im
0.5333333333333333,-0.01704507436687408 - 0.11509077100570661im,3.5673921426530315 + 1.7020737787561313im
0.6,0.36933354842147187 + 0.09819695650822492im,2.3316788487331643 - 0.641208464375578im
0.6666666666666666,-0.46315943140856963 + 0.12341197946384924im,0.1482285572642028 - 1.885587063449149im
0.7333333333333333,0.23666588111565212 + 0.03923746913854609im,1.164569098842533 + 0.1586139583567504im
0.8,0.8053471996068415 + 1.0217477624202471im,0.11367232377979941 + 0.6621355079054082im
0.8666666666666667,0.17334791607188732 - 0.5284655773187155im,1.7742444982341774 + 0.0427382732447249im
0.9333333333333333,0.3058482678543861 - 0.22365793148542143im,-1.8502837909984626 + 2.2803763272200706im
1.0,-0.6138601583352332 + 0.16452354055572602im,-2.568426892599046 + 0.11456789322419189im
1.0666666666666667,-0.7695310601449414 + 0.25553605293764486im,-5.823194335877797 + 0.8579358552601393im
1.1333333333333333,0.12141886426049625 + 0.24823794586621944im,0.531909378033957 - 3.5054533756906427im
1.2,-1.5942673519970734 + 1.1924317108469298im,-1.9488666000672794 + 1.0883321357162588im
1.2666666666666666,1.014808002085411 - 0.1602149516923969im,-0.632594335814668 - 0.5184952846167388im
1.3333333333333333,0.42864933150851947 - 0.022286963606935356im,1.4873349833407614 + 2.6816491922379058im
1.4,0.1953454280267678 - 0.04005234057900378im,-0.8314439118814702 + 1.7285937569637297im
1.4666666666666666,0.0025620012670217462 - 0.1053350750938886im,0.1344880944230136 - 1.1196288350467545im
1.5333333333333332,-0.10454188570907047 + 0.26038212157104035im,-1.0533638671868775 + 0.6637909983975167im
1.6,-0.3174120150417769 - 0.37683910417856514im,0.0444338857714795 - 0.37615785255236367im
1.6666666666666667,-0.10214044340858636 - 0.4803253716430409im,-0.3039590134489362 + 0.7790471293013161im
1.7333333333333334,0.07048451942165518 + 0.23946897956490765im,-1.7622713747836725 + 1.2252843068025743im
1.8,-0.36817390568523434 + 0.4836210475526088im,-0.8551631116324961 + 1.6130911701924773im
1.8666666666666667,-0.8234369908735899 - 1.1575679822980347im,-2.7770301118038705 - 1.8317302692844215im
1.9333333333333333,0.28480747653375427 - 0.2925529931718054im,0.5922891853515289 - 1.7986673085974036im
2.0,-0.23710164633296385 - 0.5524721053934059im,6.94333434949109 + 3.6350052207486954im
2.0666666666666664,-0.332234854831166 - 0.0028672879953553776im,0.31203835369459676 - 0.9973114059045225im
2.1333333333333333,0.4636195686711332 - 0.29661637297671556im,1.6619061192048803 + 2.3794739498419664im
2.2,0.44329860006988986 + 0.3784286743345756im,1.4751115806559012 - 0.3041956251345672im
2.2666666666666666,0.6340954788870968 + 0.8736039317408213im,-0.6445266046338195 + 3.8518229591863014im
2.3333333333333335,0.008429444123547097 + 0.25891648036639164im,-1.1309310134150101 - 0.18204505151443567im
2.4,0.5397056256368401 - 1.2836258318542182im,4.008174768497013 + 0.03685632528511995im
2.466666666666667,-1.3078235968795622 - 0.6228873150698253im,-1.4817137707549106 - 1.7977863992562708im
2.533333333333333,-0.003858393543684376 - 0.0904157354181477im,1.3392411707841478 - 0.8074216014184773im
2.6,-0.05145141599859364 - 0.9648551418019912im,-1.3080718131540852 + 1.7046107471553005im
2.6666666666666665,-0.21816535091228195 - 0.724598451396296im,-1.5404322292177262 - 1.1359233635343235im
2.7333333333333334,0.16492502749589233 + 0.5836787329388107im,-1.9332742570500927 + 3.627884169968005im
2.8,1.3877161269307083 - 0.014800145022626165im,3.073314747412544 - 0.9860983785362617im
2.8666666666666667,0.1508897651695092 + 0.9480185266497909im,0.9487484356020812 - 0.8872409724695547im
2.933333333333333,0.5351918998942586 + 0.24972593708720203im,2.092170374129044 + 4.006820173770347im
3.0,0.8999078836440124 + 0.19083693597394483im,-1.0161757895232075 + 2.0251763689513083im
3.0666666666666664,0.9233224292878877 - 0.1113506938821116im,0.01818554983956422 + 0.6871910614473038im
