freq,corr1,sum
0.0,1.1290968160437842e-13,1.1290968160437842e-13
0.10111223458038422,2.036103171255911,2.036103171255911
0.20222446916076844,0.9144526637924975,0.9144526637924975
0.3033367037411527,1.5863834920715394,1.5863834920715394
0.4044489383215369,1.8994010900340796,1.8994010900340796
0.5055611729019212,1.4502679401362635,1.4502679401362635
0.6066734074823054,2.178542464012137,2.178542464012137
0.7077856420626896,1.959399659529074,1.959399659529074
0.8088978766430738,3.410065336793761,3.410065336793761
0.910010111223458,6.128640901694114,6.128640901694114
1.0111223458038423,4.519033851655735,4.519033851655735
1.1122345803842264,1.5302582578734552,1.5302582578734552
1.2133468149646107,0.9449847147627454,0.9449847147627454
1.3144590495449948,0.758718556679307,0.758718556679307
1.4155712841253791,0.6999587903378407,0.6999587903378407
1.5166835187057632,0.6311579479940771,0.6311579479940771
1.6177957532861476,0.62043822456017,0.62043822456017
1.7189079878665319,1.8532311396307883,1.8532311396307883
1.820020222446916,1.125004072419816,1.125004072419816
1.9211324570273003,1.5317567456107666,1.5317567456107666
2.0222446916076846,1.8830167708970025,1.8830167708970025
2.1233569261880687,1.2709712421308912,1.2709712421308912
2.224469160768453,0.6353512504891357,0.6353512504891357
2.325581395348837,4.78443074463939,4.78443074463939
2.4266936299292214,2.340151072607301,2.340151072607301
2.5278058645096055,1.7800151416235341,1.7800151416235341
2.6289180990899896,1.8239820677281393,1.8239820677281393
2.730030333670374,1.2506134770083661,1.2506134770083661
2.8311425682507583,2.131063899567125,2.131063899567125
2.9322548028311424,5.625069530146765,5.625069530146765
3.0333670374115265,10.42823514846374,10.42823514846374
3.134479271991911,2.3087763598506426,2.3087763598506426
3.235591506572295,1.2248751701264615,1.2248751701264615
3.336703741152679,1.2364182956990748,1.2364182956990748
3.4378159757330637,0.5859802102926119,0.5859802102926119
3.538928210313448,0.38389432238898075,0.38389432238898075
3.640040444893832,0.28667509318164397,0.28667509318164397
3.741152679474216,0.5195387221666131,0.5195387221666131
3.8422649140546006,1.7206566941122865,1.7206566941122865
3.9433771486349847,0.3118509441587382,0.3118509441587382
4.044489383215369,2.431433853691838,2.431433853691838
4.145601617795753,1.0910144329224165,1.0910144329224165
4.246713852376137,0.8363322337962028,0.8363322337962028
4.3478260869565215,0.9485016334626607,0.9485016334626607
4.448938321536906,2.119646092818685,2.119646092818685
4.55005055611729,0.5296621341041378,0.5296621341041378
4.651162790697674,1.1618130606546782,1.1618130606546782
