freq,PowerSpec,sum
0.0,3.6071146070071336e-13 + 0.0im,3.9679370900103095e-13 + 0.0im
0.05263157894736842,3.883762272039375 + 46.91018278901291im,-37.23539469999172 - 207.38840122596324im
0.10526315789473684,12.552528047966945 + 26.193426114486776im,-32.97602554103863 + 97.19355838030523im
0.15789473684210525,-18.73601559326618 + 16.82206912101384im,-45.469435538226435 + 51.52222267810985im
0.21052631578947367,12.318620058560025 - 5.751853900771625im,18.118722824986772 - 57.02989026466594im
0.2631578947368421,11.822414005482015 + 51.70673233801014im,3.218003439870559 + 170.4592307032296im
0.3157894736842105,-24.64267423115618 + 23.52877843897261im,-16.98289943901554 + 21.83275758427842im
0.3684210526315789,-1.2212004463222952 + 14.696525831674737im,49.663004956036175 - 127.20163452588761im
0.42105263157894735,-29.341003266755585 + 25.084198170765724im,34.833370714934254 - 98.40630657007475im
0.47368421052631576,10.648935864336277 + 2.2472248292747192im,-49.550508228340505 - 16.787238617516813im
0.5263157894736842,-1.536372398563171 + 19.881826485272974im,-53.966300326672204 - 21.093733714645744im
0.5789473684210527,-24.080402792837507 - 1.9711086871450874im,30.785676235255597 - 8.760643399468082im
0.631578947368421,9.58669069779711 + 5.384492618565062im,-42.85788138088437 - 11.761206249401834im
0.6842105263157894,24.83497234095947 - 12.617660991998818im,125.21974179924302 + 19.09837373427561im
0.7368421052631579,3.712297636243569 + 20.63352752126012im,-34.848913768185994 + 79.56561193601823im
0.7894736842105263,6.655125409300744 + 2.3484445942143966im,-5.0403138148458275 + 122.50909306074612im
0.8421052631578947,44.41501180130016 + 18.784036949870064im,-4.933004423898808 - 17.394824238749607im
0.894736842105263,-18.943929210657803 - 28.44196396154888im,65.58331836722046 - 26.353373681591798im
0.9473684210526315,14.880441039577304 - 11.478881734447391im,91.29800204602058 + 6.857104504846706im
1.0,-10.532286029131505 - 6.542351177281461im,-43.6261870596905 - 34.069027154738194im
1.0526315789473684,-1.4851355699558944 + 9.24178668549919im,-19.273473296178807 + 40.87107499073983im
1.1052631578947367,-1.8758265946115116 + 33.024256733446485im,-23.865382879634513 + 81.71553846164315im
1.1578947368421053,-1.942729658668926 - 11.274645030896709im,52.68056438548965 - 21.07684467476862im
1.2105263157894737,12.093466389032534 - 2.1274020382014465im,-7.681459190100918 - 28.96659563339976im
1.263157894736842,7.841265080382804 - 11.085997882021342im,-0.7743700098803288 - 71.05970704340295im
1.3157894736842104,3.384255996111472 - 9.527636849793192im,-15.500109190968073 + 16.202417233436037im
1.3684210526315788,0.22179320720778237 - 4.579397061217936im,19.543641610284077 + 60.56259028901894im
1.4210526315789473,8.699560333226682 - 2.220975215822932im,56.09836276635356 - 10.11919026533046im
1.4736842105263157,4.042391306850156 - 4.459566111462572im,0.37881786732443956 - 7.404533327247816im
1.526315789473684,7.677601562626822 + 0.9607323723373957im,20.003257647016355 + 45.83959669516651im
1.5789473684210527,-3.1606148525751347 - 3.639532360783167im,-20.98268336583868 + 22.835345017112523im
1.631578947368421,-15.43320238992316 - 6.066831200619099im,-28.726312587358468 - 8.61007407519222im
1.6842105263157894,-14.325232656603937 + 12.684872983898764im,-10.612529917610797 + 23.04992481076271im
1.7368421052631577,2.2847480738794945 - 1.9017361247877234im,-16.678335982890797 + 25.318316566834117im
1.789473684210526,15.147726223282419 + 7.8743521684623285im,20.97370682529827 - 37.42716631461364im
1.8421052631578947,-18.407057254805952 + 3.409778809786212im,8.328310840604878 + 20.683458345162578im
1.894736842105263,-7.348782633923886 + 3.6976692366202846im,-28.714062813628363 - 8.229410042369448im
1.9473684210526314,-5.535108776091799 + 9.18284061979897im,-0.9411055022595747 + 8.684271466867088im
2.0,0.5170164056623245 + 10.950127975948305im,-5.831470956555117 - 26.358310073220565im
2.052631578947368,-6.147700336292629 + 3.1762558543023163im,-9.838707871332769 - 17.82765638967712im
2.1052631578947367,-5.770115562619991 + 0.6646265146165179im,-3.842447371694688 + 14.942812103208714im
2.1578947368421053,-8.678303410502815 + 13.443200522074761im,-10.782898685152238 - 0.5889392300234668im
2.2105263157894735,1.8959986207291846 - 8.474286975183773im,1.7551504279092665 - 7.3739108680038905im
2.263157894736842,-2.640649908817348 - 4.789407257513908im,-6.863164548453428 - 2.0964573134444837im
2.3157894736842106,3.0720651227609186 + 1.5463573521670897im,-6.738403764239225 - 6.174020429899273im
2.3684210526315788,-0.029179095299497554 - 1.0694045406303716im,-3.347236166647864 - 7.555647961732404im
2.4210526315789473,-1.8172878381679758 + 0.6663928069095184im,3.9626203834543188 + 0.8027025603158511im
2.4736842105263155,-0.08680572381858934 - 7.543838495875497im,4.570508243727096 - 18.11434783459269im
2.526315789473684,-1.9736449124963829 + 5.668673408262181im,-2.5427932077689253 + 6.707527306071938im
2.5789473684210527,-3.7913910575560283 + 0.524504698611827im,-3.3787295161829274 + 5.131392520714864im
2.631578947368421,-0.036263128399286707 + 2.27949627616825im,9.17343416253437 + 1.1636923306315243im
2.6842105263157894,-0.016777360502117755 + 1.5743218006645123im,-2.231726806457686 + 0.5114353749858562im
2.7368421052631575,0.7213832512796464 + 0.9500825744756177im,4.752579468562706 - 2.0069715553825453im
2.789473684210526,-0.45192175604031265 + 2.095700920727317im,-0.8819482559215035 + 3.749156493464131im
2.8421052631578947,0.26986244903049195 + 1.2524337728164225im,-1.001770095275917 + 2.3593090631814055im
2.894736842105263,-0.612636324287862 + 2.0912161603684885im,-3.407870696632417 + 0.9445645559785452im
2.9473684210526314,-0.4382400652106876 + 1.2169496532194395im,-5.426538657929973 + 1.5511591059871952im
3.0,-0.0987365298509629 + 1.2022236042922256im,1.856255892699959 + 0.027122186932911685im
3.052631578947368,-0.8385140511153626 + 1.0529732907732985im,-0.9973954668109182 - 4.630585613119737im
3.1052631578947367,-0.6085804704090472 + 1.9434959288128226im,-0.188669601762951 - 2.59195238984395im
3.1578947368421053,-0.8407123536210727 + 0.9390341332412449im,-0.7838788627945247 - 4.799237816799262im
3.2105263157894735,-0.3685062557634896 + 0.4936312581396869im,-2.9321734973360196 - 1.375047975304606im
3.263157894736842,-0.27045994790409683 + 0.7807391801499562im,1.7944668821341745 - 1.7196715377325855im
3.31578947368421,-0.20311418919588475 + 1.1104029666409914im,-1.196785271316951 - 1.9409666803743568im
3.3684210526315788,-0.3764284424895129 + 0.8454435736531588im,-0.600329922632865 - 2.931747859353222im
3.4210526315789473,-0.35755407007325385 + 0.8972515122755051im,0.7738930275818747 - 0.2567023738153771im
3.4736842105263155,-0.33323082770900475 + 1.0393849283109071im,-0.08393300481404636 - 1.7255152765043247im
3.526315789473684,-0.2625943871410589 + 0.888921686365443im,0.3174137563430571 - 1.102997908903144im
3.578947368421052,-0.3768933031021502 + 0.9138273062336519im,-1.0739763062482135 - 0.15754830891545923im
3.631578947368421,-0.31549799700815556 + 0.7928299113009253im,-1.9495064263562112 - 2.661646926272042im
3.6842105263157894,-0.3014823673485213 + 0.9235351798341234im,-0.622024430890997 - 0.29119751791688864im
3.7368421052631575,-0.24930870307007902 + 0.8420546851468751im,-0.1163765708403029 - 0.9863802079723325im
3.789473684210526,-0.3015020164591654 + 0.8384663653898798im,-0.37603494300542595 - 0.7037820843838822im
3.8421052631578947,-0.34645602619067895 + 0.8207499438246422im,-0.16261096897238536 - 0.5517960432714522im
3.894736842105263,-0.31555740919467934 + 0.7400509533209358im,-0.4414806130246316 - 0.6638882890515578im
3.9473684210526314,-0.30587696059382924 + 0.7728498832847273im,-0.09134012109006118 - 0.6037134666411954im
4.0,-0.2974482179624398 + 0.7644316129046431im,-0.3151714967339909 - 0.8213559298112796im
4.052631578947368,-0.29028013656953927 + 0.7539141614394697im,0.007014998803484107 - 0.6191908318367304im
4.105263157894736,-0.2838675151450206 + 0.7431462390183899im,-0.2380885177908185 - 0.6889451967532826im
4.157894736842105,-0.2779752063103259 + 0.7325171586050698im,-0.31780237516304327 - 0.6679120057768944im
4.2105263157894735,-0.27247891874972685 + 0.7221398754495543im,-0.06066808340874125 - 0.6424996906193379im
4.263157894736842,-0.26730513368388553 + 0.7120477863761471im,-0.31726362003754893 - 0.7016869333958947im
4.315789473684211,-0.2624062152445693 + 0.7022462928912822im,-0.31196428238103 - 0.40911356607793226im
4.368421052631579,-0.2577489064533796 + 0.6927299253580774im,-0.08967065622104081 - 0.5982377964081185im
4.421052631578947,-0.2533085195642641 + 0.6834889081526603im,-0.15612698969337047 - 0.660617674814284im
4.473684210526316,-0.24906579148140603 + 0.6745119231853782im,-0.11098252497373526 - 0.5607069660141875im
4.526315789473684,-0.2450050749591107 + 0.6657873343421269im,-0.10755284658708117 - 0.575320805236108im
4.578947368421052,-0.2411132490346342 + 0.6573037435662796im,-0.205577410052956 - 0.6097280055676988im
4.631578947368421,-0.23737903375710964 + 0.6490502351908126im,-0.18056347510032017 - 0.5403564399776405im
4.684210526315789,-0.23379254069470082 + 0.6410164729340657im,-0.12162673197399884 - 0.5469809669916574im
4.7368421052631575,-0.23034496959582232 + 0.6331927231365186im,-0.068295079920878 - 0.5399574639045515im
4.789473684210526,-0.2270283956977437 + 0.6255698425491114im,-0.18331890383516208 - 0.5371075538134398im
