freq,PowerSpec,sum
0.0,-3.402833570476105e-13 + 0.0im,-1.2452261444195756e-12 + 0.0im
0.05263157894736842,31.101774474852846 - 19.244235018235045im,-1386.1545436678234 + 1540.1263392669025im
0.10526315789473684,8.567045098897914 - 27.08407367668597im,731.6142155305093 - 170.9608409293515im
0.15789473684210525,29.782866282834675 + 14.794478421502603im,35.087441105291006 + 314.88663215321617im
0.21052631578947367,-30.02608972475545 - 24.83616142354125im,181.03625598079853 - 4.525014513678002im
0.2631578947368421,-50.22806267546324 - 21.713644922818446im,138.23390077762517 + 39.91961787972367im
0.3157894736842105,-9.970987040200379 - 28.51490822188771im,-402.44200007278545 + 312.3427430150217im
0.3684210526315789,-29.088667142558286 - 13.191302013420882im,22.42233143628399 + 251.35215370681394im
0.42105263157894735,38.75040165273418 + 4.124977946821535im,83.9649470283594 + 183.24989555865088im
0.47368421052631576,14.657565952089172 - 22.0040510127718im,259.5657280512979 + 48.06694185485037im
0.5263157894736842,15.112701694399995 - 29.004709143923584im,255.24888949037938 + 30.633332021250986im
0.5789473684210527,19.289396966118854 + 28.67049479037381im,207.94053439343034 - 31.319297002376146im
0.631578947368421,17.564928456123983 - 42.25367596481038im,-54.064608309553705 - 517.2518954299848im
0.6842105263157894,-74.01027265683507 - 43.83237636413824im,-322.1867719672998 - 277.4995380584411im
0.7368421052631579,-16.16110957106959 + 19.682074964351333im,-11.846304304884189 + 250.57378955517615im
0.7894736842105263,-23.33938278889378 + 17.910592256779452im,18.651389914147572 - 310.92765502037184im
0.8421052631578947,-13.80859073068288 - 46.818865205459005im,-207.52581179218595 + 196.28149883386624im
0.894736842105263,17.58552991153741 - 10.940057190810673im,208.3024318687171 - 21.300385300205406im
0.9473684210526315,3.3262761269890495 + 3.598579077538232im,-249.16621019052957 - 32.54946230002497im
1.0,-5.350474948847812 - 21.782755957456132im,-81.28246460708917 + 17.52889989204691im
1.0526315789473684,16.933303985164088 - 5.370808845200997im,18.127229178487305 - 158.08322834398643im
1.1052631578947367,-0.5456540288782298 + 1.3609015132366609im,-163.60297441762003 + 24.44610118733469im
1.1578947368421053,-9.629687736215141 + 8.412946949014586im,87.98245348497782 - 153.53030574521242im
1.2105263157894737,12.820251809409427 - 6.059711163904614im,52.028806981707156 + 123.810164178424im
1.263157894736842,1.597155236295669 + 8.51459773671011im,-97.5337213426912 + 121.78823934537338im
1.3157894736842104,-4.046492283490957 - 0.9781315469972945im,104.37547268215718 + 61.0181206076576im
1.3684210526315788,-1.8676747268192102 - 7.881718441710442im,-139.85683168765746 + 84.97611133350324im
1.4210526315789473,2.2181724178305684 - 4.203497838880265im,109.09330090296416 - 42.28513595904443im
1.4736842105263157,-0.05690551259914339 - 2.1174339922167im,-101.6481060315632 - 61.78005134713739im
1.526315789473684,3.2963606437908375 - 2.118647873696558im,-15.037191780950998 - 85.70873043282123im
1.5789473684210527,6.363781156904837 + 0.05709025226808549im,1.745926779401925 - 125.72872339501897im
1.631578947368421,-11.587529314151922 - 6.820715871751823im,13.07843298201049 + 14.225157871607216im
1.6842105263157894,-3.3467493257904612 - 1.4365728255373345im,30.50152547347328 - 55.04947491292478im
1.7368421052631577,-1.3829788436606998 - 8.525882540642717im,39.64487546591659 + 58.224114861635066im
1.789473684210526,14.29135585020895 + 4.947714548720666im,35.49450135943057 + 68.44081325626188im
1.8421052631578947,-5.238279809361066 - 6.493783987499933im,-38.830996077707944 + 66.523662575932im
1.894736842105263,0.15897588028812165 - 0.12049186989815217im,97.65981177695629 - 90.8566328188755im
1.9473684210526314,3.63015117240462 - 2.6491399258902377im,5.090431630368432 + 12.062363266922118im
2.0,2.6098466166761654 + 1.8228003849653063im,-32.82689833047238 + 50.8214938115847im
2.052631578947368,-0.8176835101301543 + 12.351468920980357im,25.572806528795102 + 49.16815970921731im
2.1052631578947367,-1.1506245724435442 + 2.6224588382485803im,71.00229960122311 + 14.457131969153917im
2.1578947368421053,0.8555255569223744 - 2.8729448350721256im,-14.254907528932364 - 15.928478675272222im
2.2105263157894735,-0.7656917605230383 + 8.61985376507977im,-29.70421127451461 - 6.699406254055221im
2.263157894736842,1.017834778570398 - 3.1023836170139076im,43.40276316276144 - 18.904121520244715im
2.3157894736842106,1.5260998508095298 - 2.9188384208117775im,31.200672521445014 + 12.335859968424137im
2.3684210526315788,0.3187820069581141 - 0.847117623267201im,32.180308078392045 - 5.36145526193623im
2.4210526315789473,-1.27763939274253 - 2.8991086449440675im,22.39197211691827 + 2.833414674492438im
2.4736842105263155,0.13844148780589527 - 1.0480133280675237im,23.05349728123425 + 12.397547059448373im
2.526315789473684,1.2782413389306795 - 1.1917393193920234im,17.276177059999924 + 3.1503454310673913im
2.5789473684210527,0.9405740262633644 - 0.7951684174607618im,15.820650642691026 - 3.069431690275516im
2.631578947368421,-0.159866310959371 - 1.548694677232631im,-7.746446639781328 - 18.290006751553605im
2.6842105263157894,0.24565742432776494 - 0.33641909828557853im,1.711980268356072 + 22.49426463568085im
2.7368421052631575,0.8037519671595766 - 1.3795988937100476im,-2.157661334461244 + 4.213286851923513im
2.789473684210526,0.6914701666469942 - 0.15393303002790143im,11.467159414874585 + 4.694411604381179im
2.8421052631578947,1.043820271744962 - 0.44357765547495137im,2.5308668988425644 + 2.6166181827190487im
2.894736842105263,-0.16505744979156628 - 0.5223516809863427im,-3.833011305268862 + 6.5847741227638545im
2.9473684210526314,-0.025054062459604065 - 0.37567906958379016im,20.882162415280497 + 5.8915467977680835im
3.0,0.19145987781585674 - 0.32157814270677765im,7.803636143983398 + 11.791958168447483im
3.052631578947368,0.3914918768082922 - 0.5895760607643165im,6.14118411127418 - 2.445671628371318im
3.1052631578947367,0.5936333949349009 - 0.0867865292508285im,0.6582697024948355 + 9.394957486984158im
3.1578947368421053,0.3596341396043127 - 0.22144829730738236im,2.116843881607583 + 11.700180846981079im
3.2105263157894735,0.26318012668760093 - 0.5395644126616073im,9.63598649998049 + 9.469982678076846im
3.263157894736842,0.20011603925128252 - 0.35125090133394904im,4.07627760696508 - 1.261600407298875im
3.31578947368421,0.06726817388924866 - 0.39960348494385367im,1.3316645499636695 + 10.502540864881981im
3.3684210526315788,0.3353687883614518 - 0.17113871580769247im,6.252027870234745 + 0.9201818913341324im
3.4210526315789473,0.24293735546273215 - 0.22237629585103114im,3.6546326736813524 + 0.26512427120284676im
3.4736842105263155,0.020202185530652783 - 0.4020796437510011im,2.5036641388966028 + 7.387550394774449im
3.526315789473684,0.27078255906178816 - 0.2634246009861376im,4.90948677152413 + 3.8107729343928556im
3.578947368421052,0.23892139149744218 - 0.27053258624132714im,3.467877327601178 + 6.422611167384463im
3.631578947368421,0.23680329803643085 - 0.2719733152607384im,2.452391961349464 + 6.808394659314945im
3.6842105263157894,0.18534750636161507 - 0.26660334643951145im,3.8033966304863056 + 4.110813150399159im
3.7368421052631575,0.24030689943203498 - 0.28488977539185567im,2.8093996902307152 + 5.254761413100803im
3.789473684210526,0.16417367763373725 - 0.2578141658122529im,3.8300288146459236 + 5.629231419863181im
3.8421052631578947,0.16681585760083767 - 0.23680249556197253im,2.4085929267262993 + 4.035006377363988im
3.894736842105263,0.16749674704344736 - 0.2312459856411208im,2.2784366471105484 + 4.694568873892414im
3.9473684210526314,0.1647924698336376 - 0.22599048489870394im,1.943905550533814 + 4.92301975224116im
4.0,0.16132623229619794 - 0.2208599332355723im,2.294636099330427 + 5.481849467915164im
4.052631578947368,0.15767001376730239 - 0.21588192658912092im,2.123359305999861 + 4.6991639049184775im
4.105263157894736,0.1540140254021355 - 0.21107549493237932im,2.2493328090870857 + 4.819294499478181im
4.157894736842105,0.150433227218166 - 0.20644796703133583im,2.5096546360243392 + 4.148828942380622im
4.2105263157894735,0.14695884323626113 - 0.20199961504999486im,2.140854380944998 + 4.288931465189553im
4.263157894736842,0.14360313875458497 - 0.19772677555528967im,2.674496948354784 + 4.435222845440872im
4.315789473684211,0.14036946222758753 - 0.193623655556135im,1.821523486745793 + 4.670291333727342im
4.368421052631579,0.13725677106306572 - 0.1896833732022im,2.2276301782398837 + 4.031050246048632im
4.421052631578947,0.13426183065625458 - 0.1858985664133475im,1.9045237959568493 + 4.317876386709932im
4.473684210526316,0.1313803422268584 - 0.18226175305400844im,1.7845875842901497 + 4.0695075862335806im
4.526315789473684,0.12860754347748118 - 0.17876554538948536im,1.8471681638122572 + 4.314430290403568im
4.578947368421052,0.12593853611764416 - 0.17540277512488184im,1.5591444515388913 + 4.294007278607325im
4.631578947368421,0.12336846555433008 - 0.17216656467941913im,1.6186182862715073 + 4.029627413399129im
4.684210526315789,0.12089261862849254 - 0.1690503634546236im,1.6515552979362447 + 4.102538601830055im
4.7368421052631575,0.11850647444842774 - 0.1660479635088713im,1.5932220256901863 + 4.0544851938499695im
4.789473684210526,0.11620572808173676 - 0.1631535010013842im,1.427114349824303 + 3.9977346357928645im
4.842105263157895,0.11398629847617466 - 0.160361449809709im,1.448442034963755 + 3.9693308734766606im
4.894736842105263,0.11184432726987739 - 0.15766660934423235im,1.4905676515857083 + 3.948053894888733im
4.947368421052631,0.1097761722664769 - 0.1550640900784674im,1.6629326678322842 + 3.9743147684449345im
5.0,0.1077783979904635 - 0.15254929730966188im,1.1396367267528766 + 3.585415169979643im
5.052631578947368,0.10584776535091443 - 0.15011791419403486im,1.2430251825248966 + 3.6983556000805335im
5.105263157894736,0.10398121979492653 - 0.14776588498084448im,1.0924676351586171 + 3.7368610298406737im
5.157894736842105,0.10217588058720428 - 0.14548939841860498im,1.2145425406794437 + 3.572071260843992im
5.2105263157894735,0.1004290296810425 - 0.14328487207770293im,1.143575921154612 + 3.5743475505249216im
5.263157894736842,0.09873810113448961 - 0.1411489372089072im,1.1013170706439617 + 3.5485959403619223im
5.315789473684211,0.0971006713624609 - 0.1390784244437818im,1.0642116769661432 + 3.517821503581927im
5.368421052631579,0.09551444983094547 - 0.13707035048607397im,1.0295189126838642 + 3.485264294104197im
5.421052631578947,0.09397727023725844 - 0.13512190562122645im,0.9966567522073084 + 3.451745245886127im
5.473684210526315,0.09248708278714413 - 0.1332304420453443im,0.9657050797320131 + 3.4170979848361966im
5.526315789473684,0.09104194616639567 - 0.13139346293709564im,0.937682656051933 + 3.379332858058217im
5.578947368421052,0.0896400210090742 - 0.1296086122843434im,0.9212266804751275 + 3.3204016802851726im
5.63157894736842,0.08827956325321426 - 0.12787366574511483im,0.8486895088330437 + 3.3869016033203656im
5.684210526315789,0.0869589181314635 - 0.12618652180547096im,0.8432446606369868 + 3.319514041329877im
5.7368421052631575,0.0856765146638595 - 0.12454519369792161im,0.8481562643657634 + 3.287051811432225im
5.789473684210526,0.08443086047676907 - 0.12294780197952893im,0.7341032582873263 + 3.2408897892679946im
5.842105263157895,0.08322053697107756 - 0.12139256745570659im,0.7375143418121073 + 3.2145122235263894im
5.894736842105263,0.08204419505662874 - 0.11987780507210966im,0.718214007957535 + 3.1856177667690972im
5.947368421052631,0.0809005507618058 - 0.11840191744221507im,0.6961660897907875 + 3.156987278568919im
6.0,0.07978838157320167 - 0.1169633898714586im,0.6736252910642659 + 3.1288322186712794im
6.052631578947368,0.07870652275781187 - 0.11556078469475484im,0.6512035399998162 + 3.101173196436381im
6.105263157894736,0.07765386415412112 - 0.11419273694801227im,0.6291271552557751 + 3.074000255590521im
6.157894736842105,0.07662934696240509 - 0.11285794964493867im,0.607492085412038 + 3.04729821610182im
6.2105263157894735,0.07563196083944312 - 0.11155518972879896im,0.5863401392924958 + 3.0210518490939364im
6.263157894736842,0.07466074130176215 - 0.11028328428351486im,0.5656875143866726 + 2.995246914138105im
6.315789473684211,0.07371476709410474 - 0.1090411168838048im,0.5455371792498955 + 2.969870244012228im
6.368421052631579,0.07279315796423269 - 0.10782762444702065im,0.5258848752909953 + 2.94490960891955im
6.421052631578947,0.07189507229044922 - 0.10664179383494869im,0.5067222574755057 + 2.9203535663094393im
6.473684210526315,0.07101970513122624 - 0.10548265930081135im,0.48803865316575 + 2.896191333033933im
6.526315789473684,0.07016628624096514 - 0.10434929945233606im,0.46982208023285366 + 2.8724126920049695im
6.578947368421052,0.06933407829002514 - 0.10324083515808447im,0.45205987916225415 + 2.8490079075027683im
6.63157894736842,0.06852237508019787 - 0.10215642667539004im,0.4347390968990535 + 2.82596767251657im
6.684210526315789,0.06773050002163927 - 0.10109527193819445im,0.41784673464845234 + 2.803283064525764im
6.7368421052631575,0.0669578046981254 - 0.10005660433435803im,0.4013699085512005 + 2.7809455060157893im
6.789473684210526,0.06620366730676785 - 0.09903969061847961im,0.38529595514202963 + 2.7589467368532152im
6.842105263157895,0.06546749137235164 - 0.09804382929885769im,0.3696124925062332 + 2.737278796159707im
6.894736842105263,0.0647487045869044 - 0.09706834887592419im,0.35430746844484945 + 2.715933992259845im
6.947368421052631,0.0640467574819148 - 0.09611260638898456im,0.33936918050107534 + 2.6949048973622722im
7.0,0.06336112249387105 - 0.09517598566350394im,0.3247862878053762 + 2.6741843232765876im
7.052631578947368,0.06269129272708818 - 0.0942578961950602im,0.3105478200520253 + 2.6537653187670873im
7.105263157894736,0.06203678114863642 - 0.09335777170977355im,0.29664317421635383 + 2.633641144167526im
7.157894736842104,0.06139711949586779 - 0.0924750689862428im,0.2830621150994898 + 2.6138052757322554im
7.2105263157894735,0.06077185755364489 - 0.09160926660377555im,0.2697947595841337 + 2.5942513856739535im
7.263157894736842,0.06016056217143628 - 0.09075986395128588im,0.25683157742425267 + 2.5749733396898145im
7.31578947368421,0.05956281656659712 - 0.0899263801986585im,0.2441633748956839 + 2.55596518472824im
7.368421052631579,0.05897821961041849 - 0.08910835325001898im,0.23178128923852004 + 2.537221142686734im
7.421052631578947,0.058406384973269 - 0.08830533896379755im,0.21967677173947264 + 2.5187356030705406im
7.473684210526315,0.05784694062522888 - 0.08751691020051844im,0.20784158214840037 + 2.500503120480075im
7.526315789473684,0.057299528144630685 - 0.08674265600404141im,0.1962677770161196 + 2.482518402964986im
7.578947368421052,0.05676380205508025 - 0.08598218091340026im,0.1849476928168663 + 2.4647763075662916im
7.63157894736842,0.05623942934789561 - 0.08523510418268554im,0.1738739433245653 + 2.4472718357658314im
7.684210526315789,0.055726088868457424 - 0.08450105916469397im,0.16303940302032116 + 2.4300001286663555im
7.7368421052631575,0.05522347094255409 - 0.08377969251028361im,0.15243719804620937 + 2.412956459721377im
7.789473684210526,0.0547312766541701 - 0.08307066385538242im,0.14206070015064254 + 2.396136232728274im
7.842105263157895,0.054249217630014 - 0.08237364490673471im,0.13190351188853666 + 2.3795349755724136im
7.894736842105263,0.05377701542782365 - 0.08168831916932007im,0.12195945767004979 + 2.363148335504771im
7.947368421052631,0.05331440124800757 - 0.08101438116877979im,0.11222257939537583 + 2.346972076549673im
8.0,0.052861115346115914 - 0.0803515362363176im,0.10268712420343577 + 2.331002075038049im
8.052631578947368,0.052416906965891956 - 0.07969949985759334im,0.0933475373526006 + 2.3152343145119105im
8.105263157894736,0.05198153365787542 - 0.07905799733813634im,0.08419845209930857 + 2.2996648831522086im
8.157894736842104,0.05155476110147457 - 0.07842676328971598im,0.07523468701009149 + 2.284289972186209im
8.210526315789473,0.051136362773038666 - 0.07780554129338456im,0.06645123347522545 + 2.2691058670469793im
8.263157894736842,0.05072611962646527 - 0.07719408353722848im,0.057843251511242685 + 2.254108952706995im
8.31578947368421,0.05032381976208832 - 0.07659215038965413im,0.04940606491621662 + 2.2392957011025905im
8.368421052631579,0.04992925817027632 - 0.07599951017531605im,0.04113514833680192 + 2.2246626749816802im
8.421052631578947,0.04954223650294477 - 0.07541593870391437im,0.033026130492124814 + 2.2102065233350228im
8.473684210526315,0.049162562685273706 - 0.07484121910549495im,0.0250747788178136 + 2.1959239771082815im
8.526315789473683,0.04879005086791639 - 0.07427514141078147im,0.017277001788177385 + 2.1818118479391364im
8.578947368421051,0.04842452101471316 - 0.07371750238594137im,0.009628840377529882 + 2.1678670259963013im
8.631578947368421,0.04806579875084439 - 0.0731681051832978im,0.0021264602776731173 + 2.15408647627024im
8.68421052631579,0.04771371519089626 - 0.07262675913672936im,-0.005233847188695906 + 2.1404672385633177im
8.736842105263158,0.04736810663913358 - 0.07209327951406291im,-0.012455675682084492 + 2.1270064231738828im
8.789473684210526,0.047028814482410294 - 0.07156748724027466im,-0.019542503785978008 + 2.1137012066486576im
8.842105263157894,0.04669568495286209 - 0.0710492087506874im,-0.02649770107711829 + 2.1005488373678385im
8.894736842105262,0.046368568948903184 - 0.07053827574546126im,-0.03332453251899017 + 2.087546623749881im
8.947368421052632,0.046047321919805234 - 0.07003452499493559im,-0.040026161476109795 + 2.0746919400479427im
9.0,0.04573180363184344 - 0.06953779810425702im,-0.0466056538627042 + 2.0619822197855im
9.052631578947368,0.045421878011505344 - 0.06904794142197185im,-0.05306598268260224 + 2.0494149587730535im
9.105263157894736,0.045117413086425584 - 0.06856480577399374im,-0.05941002860612343 + 2.036987706306453im
