freq,PowerSpec,sum
0.0,-4.884981308350689e-14 + 0.0im,-9.015010959956271e-13 + 0.0im
0.1111111111111111,0.0405234259092217 - 0.5289263551245507im,-82.7598644821405 + 123.39971305571561im
0.2222222222222222,0.5795811506496413 - 2.248389271219752im,-77.22860942409889 - 12.904058088565385im
0.3333333333333333,0.48908998099466106 + 3.3002215016371483im,100.69722506361803 + 6.244085464387849im
0.4444444444444444,-0.481470660920714 + 0.7939870673298945im,17.519949950566115 + 1.504087171586447im
0.5555555555555556,0.24154019217478045 + 0.17901751150317802im,17.54575301127095 + 36.92701810074713im
0.6666666666666666,-1.0402654449227666 + 0.11045487493118859im,72.67588443356382 - 19.27048795634126im
0.7777777777777777,-0.037744075349513184 + 1.3399018065953072im,23.985863215634055 + 18.297957433241436im
0.8888888888888888,-0.4148211631263959 + 2.775381321513603im,23.323376573410346 + 15.595650338185907im
1.0,1.0438847248455403 - 3.378532170248555im,3.9151430284126043 + 32.62849461285792im
1.1111111111111112,-1.4599554362063993 - 0.09387190946418472im,15.887283211355665 + 34.853006562170364im
1.222222222222222,3.5027743071452337 + 1.1440016716870118im,-21.039702866556638 + 14.19366409730264im
1.3333333333333333,0.8527516858369654 - 2.0384695648104127im,-18.403844795814255 - 20.387360560337314im
1.4444444444444444,1.0091039152232382 - 5.467798717604376im,31.11401144985956 + 12.795648515688208im
1.5555555555555554,1.759177927737045 + 5.53558391580042im,11.41331699267048 - 1.9270659217283859im
1.6666666666666665,0.8675438784972944 + 1.5328815397609472im,-26.141276369754177 - 7.754583005110915im
1.7777777777777777,2.802910339713797 - 0.12323744915948931im,-25.149734244984444 + 17.229813676084763im
1.8888888888888888,-0.33036719282448956 + 0.9328660469484028im,-16.657407950733397 - 29.322996772329706im
2.0,-0.02600798435922358 + 0.531004409807236im,2.4025005405204665 - 10.923051833523763im
2.111111111111111,-0.08231694320063238 + 0.15267991705626863im,-30.032026553526926 + 4.0357188080583395im
2.2222222222222223,1.501172219652678 + 1.5812372758268598im,22.553251105612656 - 47.39040624358649im
2.333333333333333,0.5998214545639353 + 0.19187115239194408im,10.125604602124538 + 36.4042748018315im
2.444444444444444,0.9511155303425636 - 1.8481872418529472im,2.8672785138759873 + 31.015417028146004im
2.5555555555555554,1.5527160455107 + 3.0909182919075517im,15.707245733212067 - 19.94384929461891im
2.6666666666666665,2.212827592386775 + 2.255236939646242im,-11.295633519391826 + 18.15915217975719im
2.7777777777777777,-0.36991451168282063 + 0.4991073225170779im,63.47401881674968 - 9.781235056025919im
2.888888888888889,-2.95130161170231 - 5.047638062789337im,-37.444371991642036 - 33.516902187815774im
3.0,-0.10094403640137783 - 0.012030881829295237im,58.060699005840945 - 25.85184140495241im
3.1111111111111107,1.6978637590275676 - 2.3760686031695037im,8.032573879902127 + 7.91970799960462im
3.222222222222222,0.45018990485306626 - 1.3166782168005895im,-29.099283335930497 + 0.21467779031702783im
3.333333333333333,0.0631746548423662 + 0.18753656176956646im,33.875771657556086 + 26.99247819915374im
3.444444444444444,-2.1817450153102182 + 0.2710933398344649im,-8.610224252037762 - 20.068208036662167im
3.5555555555555554,1.1841692377877173 - 1.3722535942512244im,21.049405638477243 - 19.890582012083332im
3.6666666666666665,4.797507564206652 - 4.573852987387005im,28.732873951574692 + 16.943869398371504im
3.7777777777777777,-4.045854904030497 + 2.0379620516566552im,-6.570213498195844 + 3.658196084429612im
3.888888888888889,-1.833882974883388 + 0.4673513209758679im,35.97278496368937 + 32.86982237863273im
4.0,11.156414154120677 + 1.2672826638443488im,2410.296227439371 + 93.13191182861257im
4.111111111111111,-1.7040913342805961 - 0.4611151926128799im,8.05307256665575 + 30.60472345405993im
4.222222222222222,-3.319566372286145 - 1.8082947552855286im,-54.36255670283916 - 12.956767487960356im
4.333333333333333,4.5750362767879995 + 2.752911844444227im,57.177357216915574 + 4.349641831653697im
