freq,corr1,sum
0.0,1.0258460747536446e-13,1.0258460747536446e-13
0.10111223458038422,5.996835464924477,5.996835464924477
0.20222446916076844,2.1731379652027094,2.1731379652027094
0.3033367037411527,7.233333090008365,7.233333090008365
0.4044489383215369,4.147886693830468,4.147886693830468
0.5055611729019212,3.3731556496466104,3.3731556496466104
0.6066734074823054,3.076808539296836,3.076808539296836
0.7077856420626896,2.945600068035612,2.945600068035612
0.8088978766430738,2.9995740843600145,2.9995740843600145
0.910010111223458,3.664221531410409,3.664221531410409
1.0111223458038423,5.283837320944539,5.283837320944539
1.1122345803842264,4.961123165449929,4.961123165449929
1.2133468149646107,5.532294972729015,5.532294972729015
1.3144590495449948,2.0911977952157903,2.0911977952157903
1.4155712841253791,3.3414191579656825,3.3414191579656825
1.5166835187057632,3.6101321583101846,3.6101321583101846
1.6177957532861476,2.5662835897151695,2.5662835897151695
1.7189079878665319,1.6031909607535586,1.6031909607535586
1.820020222446916,3.931212554322325,3.931212554322325
1.9211324570273003,4.787030804623771,4.787030804623771
2.0222446916076846,6.654934980188051,6.654934980188051
2.1233569261880687,6.155609903112694,6.155609903112694
2.224469160768453,5.947984085392668,5.947984085392668
2.325581395348837,1.9042682239806377,1.9042682239806377
2.4266936299292214,2.621115786191826,2.621115786191826
2.5278058645096055,3.4527037330542982,3.4527037330542982
2.6289180990899896,4.390580693705237,4.390580693705237
2.730030333670374,6.5618944448537375,6.5618944448537375
2.8311425682507583,9.163720278683796,9.163720278683796
2.9322548028311424,18.819157297244217,18.819157297244217
3.0333670374115265,34.97828943244821,34.97828943244821
3.134479271991911,7.081701159072044,7.081701159072044
3.235591506572295,5.930735271278494,5.930735271278494
3.336703741152679,5.043605938922731,5.043605938922731
3.4378159757330637,1.9543342803768988,1.9543342803768988
3.538928210313448,1.2733108002219302,1.2733108002219302
3.640040444893832,0.6674439814204006,0.6674439814204006
3.741152679474216,0.6272623088890728,0.6272623088890728
3.8422649140546006,1.6990438786246593,1.6990438786246593
3.9433771486349847,0.49255792992640124,0.49255792992640124
4.044489383215369,0.19252614181132638,0.19252614181132638
4.145601617795753,3.6136376041078555,3.6136376041078555
4.246713852376137,3.3818359313764987,3.3818359313764987
4.3478260869565215,11.185428559243064,11.185428559243064
4.448938321536906,3.700263999572049,3.700263999572049
4.55005055611729,5.577004384393329,5.577004384393329
