time,corr1,sum
0.0,1.881222181353631,1.881222181353631
0.01,1.2899514006680535,1.2899514006680535
0.02,0.9721322928689573,0.9721322928689573
0.03,0.9635933702063599,0.9635933702063599
0.04,0.9549260726934792,0.9549260726934792
0.05,0.9535232578712127,0.9535232578712127
0.06,0.9620100740929273,0.9620100740929273
0.07,0.9289372680350598,0.9289372680350598
0.08,1.1227379751413311,1.1227379751413311
0.09,1.2844082618669959,1.2844082618669959
0.1,1.0696967390116112,1.0696967390116112
0.11,0.9841975302443903,0.9841975302443903
0.12,0.967485530769238,0.967485530769238
0.13,0.9785089110578062,0.9785089110578062
0.14,0.9416436230625354,0.9416436230625354
0.15,0.9098090454100064,0.9098090454100064
0.16,0.9133922099106877,0.9133922099106877
0.17,1.013320075512134,1.013320075512134
0.18,1.0426580465465174,1.0426580465465174
0.19,1.063508571766212,1.063508571766212
0.2,1.0091045858456997,1.0091045858456997
0.21,0.9883077802150365,0.9883077802150365
0.22,1.0078168933133793,1.0078168933133793
0.23,0.9888097737018869,0.9888097737018869
0.24,0.930662460175438,0.930662460175438
0.25,0.966540784042541,0.966540784042541
0.26,0.976784614926175,0.976784614926175
0.27,1.0384972033784006,1.0384972033784006
0.28,1.1110737175900374,1.1110737175900374
0.29,0.962182050173814,0.962182050173814
0.3,1.0194395275310353,1.0194395275310353
0.31,0.940978392391336,0.940978392391336
0.32,0.968528642522144,0.968528642522144
0.33,0.9532342506997565,0.9532342506997565
0.34,0.9874819887963583,0.9874819887963583
0.35000000000000003,0.9503469176345924,0.9503469176345924
0.36,1.2637604894863614,1.2637604894863614
0.37,1.19592073495838,1.19592073495838
0.38,0.9551320867692518,0.9551320867692518
0.39,1.0080995017944,1.0080995017944
0.4,0.9257220855665034,0.9257220855665034
0.41000000000000003,0.9211349574459959,0.9211349574459959
0.42,1.0089318550302184,1.0089318550302184
0.43,0.9919212554550036,0.9919212554550036
0.44,0.9241420427584758,0.9241420427584758
0.45,1.0609503438417915,1.0609503438417915
0.46,1.05877956769333,1.05877956769333
0.47000000000000003,1.0036892858481299,1.0036892858481299
0.48,1.0016628194153396,1.0016628194153396
0.49,1.0298149392108606,1.0298149392108606
0.5,0.9631532785296961,0.9631532785296961
0.51,0.9302760749661024,0.9302760749661024
0.52,0.9398369551728037,0.9398369551728037
0.53,0.9485699931704578,0.9485699931704578
0.54,0.9559625639778948,0.9559625639778948
0.55,0.9787540298323248,0.9787540298323248
0.56,0.9602393849843686,0.9602393849843686
0.5700000000000001,0.9840474501336051,0.9840474501336051
0.58,1.1031868525097,1.1031868525097
0.59,0.9634604211312014,0.9634604211312014
0.6,0.9063882675568219,0.9063882675568219
0.61,0.9022145890562016,0.9022145890562016
0.62,0.9638306130828239,0.9638306130828239
0.63,0.9403742681482157,0.9403742681482157
0.64,0.9348606001927104,0.9348606001927104
0.65,0.9237887955606255,0.9237887955606255
0.66,1.1188346717641975,1.1188346717641975
0.67,1.1941773853199795,1.1941773853199795
0.68,1.004088465920998,1.004088465920998
0.6900000000000001,0.9259369643138964,0.9259369643138964
0.7000000000000001,0.8843404933831148,0.8843404933831148
0.71,0.9610918327467421,0.9610918327467421
0.72,1.0425682020632678,1.0425682020632678
0.73,0.9157139025365519,0.9157139025365519
0.74,0.8971003080776377,0.8971003080776377
0.75,1.1074283535127138,1.1074283535127138
0.76,1.0707579887140173,1.0707579887140173
0.77,0.9651946256282761,0.9651946256282761
0.78,0.9398216900582191,0.9398216900582191
0.79,0.9885273016150913,0.9885273016150913
0.8,0.974764925683256,0.974764925683256
0.81,0.9717948914015072,0.9717948914015072
0.8200000000000001,0.9520054857067769,0.9520054857067769
0.8300000000000001,0.9311317658122001,0.9311317658122001
0.84,0.9679176399677973,0.9679176399677973
0.85,1.0685502518003005,1.0685502518003005
0.86,1.0857935460263965,1.0857935460263965
0.87,1.0069760860199368,1.0069760860199368
0.88,1.0410317363938675,1.0410317363938675
0.89,0.9873318408636349,0.9873318408636349
0.9,0.9390732616186758,0.9390732616186758
0.91,0.9547712992485886,0.9547712992485886
0.92,0.984268328724356,0.984268328724356
0.93,0.8864894604808272,0.8864894604808272
0.9400000000000001,1.1690303998100922,1.1690303998100922
0.9500000000000001,1.186132268465295,1.186132268465295
0.96,0.9789661188576554,0.9789661188576554
0.97,1.090849284167628,1.090849284167628
0.98,1.0003644056069203,1.0003644056069203
0.99,1.0153331667200758,1.0153331667200758
1.0,1.03655507979327,1.03655507979327
1.01,0.9428531229524169,0.9428531229524169
1.02,0.9613954368685294,0.9613954368685294
1.03,1.245250655887372,1.245250655887372
1.04,1.1669401861074427,1.1669401861074427
1.05,1.0151090689301714,1.0151090689301714
1.06,0.9560027884020523,0.9560027884020523
1.07,0.959805998410094,0.959805998410094
1.08,1.1211011223978542,1.1211011223978542
1.09,1.0805241749904686,1.0805241749904686
1.1,0.870090551486417,0.870090551486417
1.11,0.9819707658985617,0.9819707658985617
1.12,1.0585244431421168,1.0585244431421168
1.1300000000000001,1.0104724280001791,1.0104724280001791
1.1400000000000001,0.9670775569574235,0.9670775569574235
1.1500000000000001,0.9649814142635221,0.9649814142635221
1.16,1.037241345226315,1.037241345226315
1.17,1.0568229679033259,1.0568229679033259
1.18,0.9927420103780155,0.9927420103780155
1.19,0.9400187095647659,0.9400187095647659
1.2,1.0167023506470707,1.0167023506470707
1.21,1.0405722662654149,1.0405722662654149
1.22,1.040922048039633,1.040922048039633
1.23,0.9602308833103088,0.9602308833103088
1.24,1.0516652302374667,1.0516652302374667
1.25,1.072949493796725,1.072949493796725
1.26,0.9895268720957803,0.9895268720957803
1.27,0.995140643021396,0.995140643021396
1.28,1.085199136878906,1.085199136878906
1.29,1.0226639173715983,1.0226639173715983
1.3,1.0041554776173685,1.0041554776173685
1.31,1.1578277970993214,1.1578277970993214
1.32,0.9496314288065216,0.9496314288065216
1.33,1.067412157339538,1.067412157339538
1.34,1.0896178882866934,1.0896178882866934
1.35,0.9723322695141754,0.9723322695141754
1.36,0.9892599646243964,0.9892599646243964
1.37,1.0421734897161576,1.0421734897161576
1.3800000000000001,0.9238089080590031,0.9238089080590031
1.3900000000000001,1.0548358718988344,1.0548358718988344
1.4000000000000001,1.0493842643102633,1.0493842643102633
1.41,0.9544826474060097,0.9544826474060097
1.42,0.9605125324646048,0.9605125324646048
1.43,0.9614299063386337,0.9614299063386337
1.44,0.9531663960140245,0.9531663960140245
1.45,0.9992041675568916,0.9992041675568916
1.46,0.9747985382412194,0.9747985382412194
1.47,0.9500771663282507,0.9500771663282507
1.48,0.9842439002175464,0.9842439002175464
1.49,0.9629546588608042,0.9629546588608042
1.5,0.9667117374262287,0.9667117374262287
1.51,0.9314935288813232,0.9314935288813232
1.52,0.9579973100315585,0.9579973100315585
1.53,0.9957188391015455,0.9957188391015455
1.54,1.0447109016659866,1.0447109016659866
1.55,0.9829504917271186,0.9829504917271186
1.56,0.9683145237151721,0.9683145237151721
1.57,0.999828827346408,0.999828827346408
1.58,0.9931929734818955,0.9931929734818955
1.59,0.9375647159101133,0.9375647159101133
1.6,0.9469215864927087,0.9469215864927087
1.61,1.0009404104725899,1.0009404104725899
1.62,0.9748263871511693,0.9748263871511693
1.6300000000000001,1.0019137959321707,1.0019137959321707
1.6400000000000001,0.9467139660190822,0.9467139660190822
1.6500000000000001,0.9439096745307767,0.9439096745307767
1.6600000000000001,1.0548616045117514,1.0548616045117514
1.67,1.157801149873421,1.157801149873421
1.68,0.9123800039974373,0.9123800039974373
1.69,0.9787295140519843,0.9787295140519843
1.7,0.9968081402524623,0.9968081402524623
1.71,1.036141159863908,1.036141159863908
1.72,0.9673521989947812,0.9673521989947812
1.73,0.9387017704749729,0.9387017704749729
1.74,0.9324333473792881,0.9324333473792881
1.75,1.0632030419408292,1.0632030419408292
1.76,1.0550649983188223,1.0550649983188223
1.77,0.9052415325803401,0.9052415325803401
1.78,0.9559085756017285,0.9559085756017285
1.79,1.0078808895579845,1.0078808895579845
1.8,1.0163291534584404,1.0163291534584404
1.81,0.9355290142883136,0.9355290142883136
1.82,0.9448896725428,0.9448896725428
1.83,0.9946995688137279,0.9946995688137279
1.84,1.02124571988435,1.02124571988435
1.85,0.94993307283302,0.94993307283302
1.86,0.9474451799944353,0.9474451799944353
1.87,0.953338497689483,0.953338497689483
1.8800000000000001,0.980408810971367,0.980408810971367
1.8900000000000001,0.9666512532153133,0.9666512532153133
1.9000000000000001,0.9193074976155126,0.9193074976155126
1.9100000000000001,1.03657947583562,1.03657947583562
1.92,1.071705869204548,1.071705869204548
1.93,0.9856617790943746,0.9856617790943746
1.94,1.0000618579891551,1.0000618579891551
1.95,1.0127090778301335,1.0127090778301335
1.96,1.018164467338303,1.018164467338303
1.97,1.0740444040644126,1.0740444040644126
1.98,0.9460627547490283,0.9460627547490283
1.99,0.9392737558895361,0.9392737558895361
2.0,0.9810165262598712,0.9810165262598712
2.0100000000000002,1.0185977050367687,1.0185977050367687
2.02,1.0910552689620174,1.0910552689620174
2.0300000000000002,1.3367758629159796,1.3367758629159796
2.04,1.054043832152613,1.054043832152613
2.05,1.0354587564932345,1.0354587564932345
2.06,1.0775160768120076,1.0775160768120076
2.07,0.9087581426916146,0.9087581426916146
2.08,0.9300785296058837,0.9300785296058837
2.09,0.8933434280687805,0.8933434280687805
2.1,0.9158888704129915,0.9158888704129915
2.11,1.0300332869131685,1.0300332869131685
2.12,1.1103982044359326,1.1103982044359326
2.13,1.0150545221660539,1.0150545221660539
2.14,1.0724261845293337,1.0724261845293337
2.15,1.0765517237550275,1.0765517237550275
2.16,0.999710920778005,0.999710920778005
2.17,0.9037188551855788,0.9037188551855788
2.18,0.880427094138698,0.880427094138698
2.19,0.9438558942743532,0.9438558942743532
2.2,1.034485348760286,1.034485348760286
2.21,1.032295076257857,1.032295076257857
2.22,0.9828689509020323,0.9828689509020323
2.23,1.031912083044597,1.031912083044597
2.24,1.0893356736409447,1.0893356736409447
2.25,1.1340966736595959,1.1340966736595959
2.2600000000000002,0.9473448151926946,0.9473448151926946
2.27,0.8917409080055627,0.8917409080055627
2.2800000000000002,1.085247044407105,1.085247044407105
2.29,1.0854999009373865,1.0854999009373865
2.3000000000000003,0.9427324442743588,0.9427324442743588
2.31,0.9941423538749821,0.9941423538749821
2.32,0.9832476343466924,0.9832476343466924
2.33,1.1695812641043324,1.1695812641043324
2.34,1.2049124299387077,1.2049124299387077
2.35,1.0094960528909847,1.0094960528909847
2.36,0.9667950635154596,0.9667950635154596
2.37,1.0488019192931555,1.0488019192931555
2.38,1.0415789510003148,1.0415789510003148
2.39,1.052930130510434,1.052930130510434
2.4,1.0190289963317154,1.0190289963317154
2.41,0.9281911435036428,0.9281911435036428
2.42,1.0918671716013244,1.0918671716013244
2.43,0.9767216268438165,0.9767216268438165
2.44,0.9031979049992879,0.9031979049992879
2.45,0.9252746731887135,0.9252746731887135
