freq,PowerSpec,sum
0.0,2.901012763345534e-13 + 0.0im,4.228395411587371e-12 + 0.0im
0.1111111111111111,-0.6428554669578762 + 5.202231450521801im,-33.97048472206275 + 495.6988747085605im
0.2222222222222222,-1.8220110604832318 + 0.6820091081482968im,-33.190202915378286 - 139.62982246388998im
0.3333333333333333,-4.536412901136902 + 0.4038093192462582im,-12.143064689651103 + 36.73249238203413im
0.4444444444444444,0.9726266540218333 + 0.910865733152601im,74.35381874492599 + 90.03685841291276im
0.5555555555555556,2.4561259168310583 - 0.997163032009146im,28.427993404854398 - 136.678336229066im
0.6666666666666666,-4.222193529222015 + 4.078102588056095im,23.21839042141903 - 126.09453106839563im
0.7777777777777777,-1.4214455042868455 + 1.7616177670261028im,-248.7826469579516 + 55.6685669737777im
0.8888888888888888,0.42943839260844285 + 0.36961800674191636im,-0.11916510695239424 - 36.71504246491164im
1.0,-1.022249120679832 + 1.39419859488049im,57.31176814468653 + 32.765419620266506im
1.1111111111111112,0.038635936122569395 + 5.1865256121650365im,-9.186461001929873 + 75.73212338693129im
1.222222222222222,-1.666524914034565 - 1.6524501276762242im,40.9624786538211 - 22.882551216332427im
1.3333333333333333,1.183298654948897 + 0.3444426172263051im,49.19726798392435 + 50.871249375025585im
1.4444444444444444,-1.832727267696242 + 6.07264782788338im,-30.37024642329642 - 143.94855647984534im
1.5555555555555554,-2.382836026484426 - 0.5518864007718027im,140.3239620759211 + 98.4906983229107im
1.6666666666666665,-4.173321804682543 - 10.780391358128064im,-86.8872597841109 - 197.26668610126035im
1.7777777777777777,-4.001991213967024 + 2.0460233106334473im,71.23997349694827 + 20.588756306807937im
1.8888888888888888,-2.372262364577961 + 3.020377558200012im,72.267867312037 + 108.01567130225814im
2.0,5.17611374424387 - 1.989297951715416im,146.5830865070593 + 61.11302346375108im
2.111111111111111,-0.5428487972458724 - 3.4571856561955734im,122.08933863209931 - 139.8868899762241im
2.2222222222222223,-4.270805576950028 - 2.284890876939358im,102.5776609720164 + 20.62656964752237im
2.333333333333333,1.7373928842565909 + 2.7460463811479876im,-139.22642594003196 - 19.344691089323362im
2.444444444444444,1.0506489823662994 - 1.7613324856757642im,102.07299912391518 - 29.454083517542806im
2.5555555555555554,0.44787300595804014 - 6.749769030666299im,137.79214143513042 + 51.66633178317985im
2.6666666666666665,0.8760173182843289 + 2.231148892615815im,7.971019304770295 - 171.635383184038im
2.7777777777777777,-0.11736985211938503 + 2.0117278890893635im,50.854858351769174 + 111.8237171800624im
2.888888888888889,2.9524348343346998 - 1.4237578103817192im,27.680643123842668 - 113.71869089775005im
3.0,-2.18235246922842 - 0.8733418541858993im,34.6690169888277 - 92.4249737561923im
3.1111111111111107,-0.6426812832928916 + 0.21372718747085093im,-11.462561379422123 - 38.01445630911182im
3.222222222222222,-0.801808203754165 - 0.5609837344439365im,8.108022984101098 - 38.17711652504205im
3.333333333333333,-6.701450566858938 - 4.244729176201307im,88.28604535480697 - 45.16704484741345im
3.444444444444444,5.624694447501234 + 3.274818808466293im,-1.5421471931088782 + 46.988583028385634im
3.5555555555555554,2.199224951193518 + 1.2536723695083958im,32.663081473215534 - 94.99672034865289im
3.6666666666666665,0.9073343707597133 - 1.0426195783076608im,67.5885191318858 + 55.58056314533836im
3.7777777777777777,0.8829612836617541 - 0.18851304850389894im,-9.586182295812478 - 49.23886352710538im
3.888888888888889,1.2334972275321237 - 0.48177558004898047im,-9.638454729169304 - 186.1522169311316im
4.0,21.579131074555413 + 1.2152601505893446im,23874.480679447635 + 256.08311061788im
4.111111111111111,-0.21138899614901718 - 0.08288128273618633im,-35.35758547246528 + 140.55964604301712im
4.222222222222222,-0.0900465076777287 - 1.025012219081931im,-136.1659821492174 - 89.59850549984439im
4.333333333333333,1.8173367145151746 + 3.3772880389943896im,-153.7986155324044 + 210.06516036990323im
4.444444444444445,2.698399782685773 - 1.1576720695706468im,26.330616558296494 + 41.594321005665066im
4.555555555555555,7.779099601990052 - 5.094653369305087im,49.523634165531114 - 4.131338153456259im
4.666666666666666,-10.62059732271522 + 7.802744206498128im,14.433658842266059 - 42.99230531654903im
4.777777777777778,-3.5677483238570735 + 2.6504336130872694im,29.543293026577103 + 27.410589829709586im
4.888888888888888,-2.3336772126813665 + 1.699368488465387im,83.2849181930669 + 43.41976035154669im
5.0,-1.8312604515506055 + 1.3625914044917222im,116.83504118935217 - 114.21896765269221im
5.111111111111111,-1.3013015220653055 + 2.9755810672874468im,-2.517583333215029 + 57.80784039786738im
5.222222222222222,-1.6580130173980336 - 0.18601081830158273im,58.381906723977686 - 88.06421386490969im
5.333333333333333,-1.8647075323830549 - 1.0469713545646637im,-56.73420582411805 - 123.59669162936358im
5.444444444444444,-0.7797857623270186 + 3.4137501662631817im,103.35764675297386 + 10.50202569817686im
5.555555555555555,-1.897435228634111 + 0.8082862414226792im,126.8475826001217 - 33.608361185966615im
5.666666666666666,-5.855320582903904 - 9.424919747523631im,77.75020100809344 - 150.37900729207402im
5.777777777777778,-0.6610825747419535 + 0.37203305128570197im,157.1427187467762 + 50.49217510900262im
5.888888888888888,0.6557249108183578 - 0.47668681609858554im,-20.84675852575801 - 69.57436368162065im
6.0,0.1165319563932421 - 0.379286493948629im,57.375388603966215 - 20.43113934294462im
6.111111111111111,-1.3925217991841992 - 0.05382088724510292im,108.29527461165073 - 197.36586934645203im
6.222222222222221,-2.739373999612895 - 0.7480151453749961im,181.35933195554009 + 21.670306172388628im
6.333333333333333,1.7516263522522353 + 2.6900989695131257im,-145.46273222621636 + 9.02928201694429im
6.444444444444444,-0.0148882563639825 + 0.6622996186243527im,-70.95663873065281 + 7.863070327853599im
6.555555555555555,-0.16347122365284839 - 0.9318943743409651im,-42.949977958822956 + 136.8092253393042im
6.666666666666666,1.5178292987083708 - 0.495328809757268im,70.2757759111706 - 79.72320944463995im
6.777777777777778,-0.5752195990671479 + 2.5533520674250942im,98.42547677406156 - 107.89762358460958im
6.888888888888888,-2.156691895367878 - 1.231571758240559im,133.34787887186266 + 138.48731670246715im
7.0,-2.9075191443307893 - 0.9690551972035046im,-96.40253819054388 - 124.626202456446im
7.111111111111111,-1.8242239381609013 - 0.5862216373390468im,-2.885188479486408 - 71.08193210244335im
7.222222222222221,5.802105420825972 + 3.110392837947911im,-54.261460581470864 + 34.75478892755949im
7.333333333333333,-0.7332720871188294 - 0.2534051853883261im,-12.883747886173271 - 40.87600536263116im
7.444444444444444,1.129257887849034 + 1.4788802675075035im,-0.2891776486595423 + 20.054266150753598im
7.555555555555555,0.38396846096980486 + 0.7827083021413204im,-134.54354867207664 - 41.10909035528992im
7.666666666666666,-1.038513784458464 - 2.3117852051861307im,8.414027433826115 - 27.19167474595685im
7.777777777777778,-2.9685581310586837 + 0.4844276270242557im,12.865331317555837 - 4.163602077083709im
7.888888888888888,-2.0776052528106392 + 0.16166282338486537im,-93.7508266661204 - 39.44848276703426im
8.0,-0.8838284212757889 - 0.11657069221013702im,70.1191180056956 - 83.8726461615178im
8.11111111111111,-3.4656393712857696 + 0.4214523590918022im,-101.60222542205588 - 89.3825472178632im
8.222222222222221,-10.593974456950711 + 2.2017504809127066im,18.83793881018951 - 87.86875372442377im
