freq,PowerSpec,sum
0.0,-4.3298697960381105e-13 + 0.0im,3.048372665404031e-11 + 0.0im
0.1111111111111111,5.141707055892793 - 1.6042555389391842im,1033.6776394921471 + 161.517973585426im
0.2222222222222222,0.6528501542895372 - 2.0272865357133845im,-213.35800649505498 + 971.4093380445994im
0.3333333333333333,0.38345743853127917 + 1.3296016793392105im,229.39119283941062 + 591.6355909194936im
0.4444444444444444,1.3757624602795404 - 2.4359645319763144im,-74.94657311349843 + 729.2044752181848im
0.5555555555555556,-1.5677981141584394 - 0.1997706869897413im,-328.10052726317 + 519.1884769103419im
0.6666666666666666,2.564616776215231 - 2.9924033500028724im,58.20541481323414 + 79.47562194766506im
0.7777777777777777,6.506087493850851 - 2.3417563801886154im,-94.8517963759855 + 233.9432128333179im
0.8888888888888888,-4.246334005973715 - 0.14391234536023173im,-28.874040739221382 + 35.611740284528956im
1.0,-2.022444849613313 - 0.23802768906454164im,313.49895264038383 + 621.0689078746699im
1.1111111111111112,-2.174853186167632 - 0.2302513930905517im,-101.07180106919931 - 31.373527683741393im
1.222222222222222,-5.5503226535053765 - 0.07482523474208143im,175.74270715118303 - 462.94211971757926im
1.3333333333333333,4.481158124021498 - 0.41227160476067687im,-12.02741902709587 - 167.31563801632146im
1.4444444444444444,-7.2741026991090045 + 2.4525248387637446im,-18.62352030949577 - 179.33285948142438im
1.5555555555555554,1.90104344376424 - 0.5764156879780891im,-487.26307161355766 + 345.71648809683995im
1.6666666666666665,1.448602158855891 - 0.3743526654708119im,48.2892506289753 + 70.82058295278902im
1.7777777777777777,1.3572831163591346 - 0.4041747944425852im,-300.3714296322196 - 108.76078797190593im
1.8888888888888888,1.4798111869667556 - 0.3813606744824136im,-314.77037259167565 + 115.90311777510318im
2.0,12.582339541604664 + 2.0617106809599077im,202.82763233182754 - 150.14535006402141im
2.111111111111111,-0.81037696903811 - 0.7629456140546034im,-356.0406180778874 - 113.5401863530927im
2.2222222222222223,1.708849995828876 + 0.1024614604657681im,-408.579557223039 - 164.26757241437204im
2.333333333333333,-0.8837332959921336 - 1.300612985301218im,177.88386687676606 + 616.999288155799im
2.444444444444444,3.334924842042507 - 0.2448722838285384im,-402.9198923788408 + 30.32034513230302im
2.5555555555555554,-2.676595313462429 - 3.1741344729679533im,-368.52856653676304 - 207.7422324457235im
2.6666666666666665,6.248352540940877 - 2.1497600458179673im,554.8151017448766 - 138.5254747959476im
