freq,corr1,sum
0.0,3.375077994860476e-14,3.375077994860476e-14
0.10111223458038422,3.728916183084057,3.728916183084057
0.20222446916076844,6.051304880669214,6.051304880669214
0.3033367037411527,16.605209712499686,16.605209712499686
0.4044489383215369,13.348455922178037,13.348455922178037
0.5055611729019212,2.040529574364641,2.040529574364641
0.6066734074823054,6.868893065077423,6.868893065077423
0.7077856420626896,3.5217916326853134,3.5217916326853134
0.8088978766430738,3.3062539868754537,3.3062539868754537
0.910010111223458,4.039461835885825,4.039461835885825
1.0111223458038423,3.1758733529647003,3.1758733529647003
1.1122345803842264,3.745016935122751,3.745016935122751
1.2133468149646107,2.4611651321624257,2.4611651321624257
1.3144590495449948,8.97961332009036,8.97961332009036
1.4155712841253791,10.265557529194561,10.265557529194561
1.5166835187057632,4.943841146487096,4.943841146487096
1.6177957532861476,2.320397276323198,2.320397276323198
1.7189079878665319,3.1872729220000373,3.1872729220000373
1.820020222446916,1.9516820419595924,1.9516820419595924
1.9211324570273003,3.1246354882318297,3.1246354882318297
2.0222446916076846,2.6533294823296942,2.6533294823296942
2.1233569261880687,2.455913055586582,2.455913055586582
2.224469160768453,4.023400789825529,4.023400789825529
2.325581395348837,1.7135520768700856,1.7135520768700856
2.4266936299292214,5.5532437766849725,5.5532437766849725
2.5278058645096055,7.539908433244413,7.539908433244413
2.6289180990899896,4.485121500540778,4.485121500540778
2.730030333670374,8.871612165365518,8.871612165365518
2.8311425682507583,5.943174334483792,5.943174334483792
2.9322548028311424,4.50037193048981,4.50037193048981
3.0333670374115265,5.3334533796545145,5.3334533796545145
3.134479271991911,3.0644520764871355,3.0644520764871355
3.235591506572295,2.1063007817360253,2.1063007817360253
3.336703741152679,5.779297897267461,5.779297897267461
3.4378159757330637,3.0996386383414305,3.0996386383414305
3.538928210313448,0.35056559879633004,0.35056559879633004
3.640040444893832,4.337693643427744,4.337693643427744
3.741152679474216,5.285861221266612,5.285861221266612
3.8422649140546006,0.36044269639700555,0.36044269639700555
3.9433771486349847,2.5597408687722445,2.5597408687722445
4.044489383215369,3.0447804739415663,3.0447804739415663
4.145601617795753,4.234990749827993,4.234990749827993
4.246713852376137,6.299078378492916,6.299078378492916
4.3478260869565215,14.667330169539273,14.667330169539273
4.448938321536906,7.406396724283643,7.406396724283643
4.55005055611729,16.875981269492332,16.875981269492332
4.651162790697674,8.74491860079417,8.74491860079417
4.752275025278059,8.467028217767059,8.467028217767059
4.853387259858443,3.283200286664113,3.283200286664113
4.954499494438827,2.1393857919568617,2.1393857919568617
5.055611729019211,5.548587120862565,5.548587120862565
5.156723963599595,5.731834193934834,5.731834193934834
5.257836198179979,2.0393983274261487,2.0393983274261487
5.358948432760363,2.98033961177874,2.98033961177874
5.460060667340748,4.126737637802986,4.126737637802986
5.5611729019211324,7.223281076181946,7.223281076181946
5.6622851365015165,4.988197258096297,4.988197258096297
5.763397371081901,19.57686160100709,19.57686160100709
5.864509605662285,13.6131565436664,13.6131565436664
5.965621840242669,1.6622088062439604,1.6622088062439604
6.066734074823053,7.291228757745996,7.291228757745996
6.167846309403438,6.997806857126333,6.997806857126333
6.268958543983822,8.750294567900742,8.750294567900742
6.370070778564206,18.898950890458774,18.898950890458774
6.47118301314459,5.387060045738343,5.387060045738343
6.572295247724974,3.5266753050368314,3.5266753050368314
6.673407482305358,4.050978455588896,4.050978455588896
6.7745197168857425,1.2252463548678678,1.2252463548678678
6.8756319514661275,5.5463419527836635,5.5463419527836635
6.976744186046512,2.658793595817523,2.658793595817523
