freq,PowerSpec,sum
0.0,1.2323475573339238e-13 + 0.0im,8.282263763703668e-14 + 0.0im
0.05263157894736842,-77.35967370993373 - 40.215299701109814im,-66.6105280622071 + 94.54800159352021im
0.10526315789473684,-47.41431298506963 + 18.519953295170865im,55.16913540089415 + 108.14122277869241im
0.15789473684210525,-36.13021408005421 + 1.3821627479636676im,5.83374034640142 - 20.55614648220665im
0.21052631578947367,-35.30542104802386 - 7.730022185018581im,-20.645730302533273 + 68.90440181662743im
0.2631578947368421,-3.148254718597123 - 26.409269761650215im,-80.80227658913003 - 14.24997127007111im
0.3157894736842105,17.450891545117212 + 10.01903593620632im,-62.94581123485203 + 175.26747080813968im
0.3684210526315789,6.375030402868305 + 5.151971579615167im,100.15460523415403 + 60.4441849833512im
0.42105263157894735,-13.665626467816603 + 18.06647098510024im,-27.700584630649082 + 21.228920548622423im
0.47368421052631576,2.017547660861716 - 18.074846094325572im,20.347603904882853 + 25.698846593153654im
0.5263157894736842,4.108574517539336 + 12.16585199187307im,-4.406559770797554 - 26.28422900673433im
0.5789473684210527,4.843561566684388 - 7.077037530255618im,-58.82257583577032 - 91.9588316604367im
0.631578947368421,-11.306575942899855 - 27.864446546199737im,-273.43077810070156 - 355.5442224484178im
0.6842105263157894,21.544032584525603 + 26.235483769637028im,97.41894715863177 + 153.1734339403866im
0.7368421052631579,23.306222584164622 + 16.937031301197212im,102.02068918047775 + 98.76363566647647im
0.7894736842105263,-0.4008335885830183 + 19.966007526783493im,-10.411666600237446 + 36.30617482458092im
0.8421052631578947,-2.7839242530851 - 20.89438889699342im,-66.00099046495937 + 68.20439711855111im
0.894736842105263,4.587395848828075 + 6.199172371915285im,-17.4091062236104 - 61.61786850425486im
0.9473684210526315,18.750643707817414 + 18.45560998486854im,-18.062127531293964 + 40.18297393979273im
1.0,-7.785340612407333 - 3.7104032124521336im,94.04626376683714 - 46.906271130966516im
1.0526315789473684,0.8937059960370346 + 9.533992083311304im,2.0636821051766407 + 19.572187256971297im
1.1052631578947367,-3.408707663901904 + 10.3727651338395im,3.651167603778026 + 17.179603810106038im
1.1578947368421053,6.081632208308338 + 3.4629755697074254im,23.69667307909617 + 20.06026609973678im
1.2105263157894737,-13.403117041618678 - 2.974769515072092im,-60.92473331021177 + 73.28038070883717im
1.263157894736842,10.955126730014205 + 4.399469269363684im,55.0913933117947 - 17.977243243554746im
1.3157894736842104,9.029437109264887 + 19.904446837478307im,45.27164535611553 + 13.4122635614967im
1.3684210526315788,4.01062968793015 + 1.7799517296800624im,-44.2509872704959 - 26.545424656493353im
1.4210526315789473,-5.942471229616549 + 7.6247309383856985im,-58.96022373638527 - 15.527831847822789im
1.4736842105263157,-4.472655340595464 - 1.0052542220692222im,38.8535314456603 + 39.77139395641245im
1.526315789473684,5.636556461653182 + 2.65287297929644im,25.020820457712286 + 35.47782043585634im
1.5789473684210527,4.349294500045698 + 2.5113527906889574im,-10.540616869517558 + 40.84038466888122im
1.631578947368421,5.522373412197088 + 5.84978524236066im,-8.250624723728603 + 31.264333954379126im
1.6842105263157894,9.07009102392274 + 5.894845024661498im,29.637740009590885 + 61.23109089788891im
1.7368421052631577,6.364412257128537 + 7.376819198698483im,-8.076432883928737 + 59.24120912627123im
1.789473684210526,-14.70758218279995 - 7.128792796319708im,-14.577024212557532 + 19.88761398669972im
1.8421052631578947,-1.5470221550430907 + 2.854636587736997im,-15.372670266598835 + 13.239400858942087im
1.894736842105263,16.287233001727845 - 9.144677771658037im,-9.406386542715772 + 12.455168463691697im
1.9473684210526314,-2.6811244773460907 + 1.0575139293197822im,-21.826032417591822 + 10.287875806101823im
2.0,-1.4885430159946131 + 1.9848001739741723im,58.219788219613335 + 21.764429545527125im
2.052631578947368,-1.9761783014837435 + 5.172680021894558im,-7.236238281449802 + 26.991563221213752im
2.1052631578947367,1.6690039503871483 + 2.82437509457045im,-8.75640631892626 + 11.680088524196602im
2.1578947368421053,-0.8461617726207404 - 1.108453600080573im,6.455885693955087 - 17.298099821945293im
2.2105263157894735,-0.6838685827099855 - 0.34648519585875404im,19.441402123331706 + 6.769923962638927im
2.263157894736842,-0.7741203212805464 - 0.41430376113843687im,-4.812573820049511 + 22.31779279913714im
2.3157894736842106,-1.264991569879672 - 1.7971731478580308im,1.7534617094516238 - 12.725652986793625im
2.3684210526315788,-2.771856248609808 + 3.3044853207753055im,2.4556540718138713 + 10.315478786432948im
2.4210526315789473,1.0372535286494613 + 2.2446974154723573im,1.7540875617985816 + 5.223163564904173im
2.4736842105263155,0.1591038671263284 + 1.1128333655526832im,-3.6937018734514933 - 0.12538977757443281im
2.526315789473684,-1.478600977312272 - 2.2638410050851827im,-5.834637665532024 - 2.06517688182668im
2.5789473684210527,0.7360834198597019 + 2.655695061401954im,11.355480850959346 + 9.460336067955545im
2.631578947368421,0.3842074952344433 + 1.9429853302252402im,-3.2477101698893476 - 7.201553550943722im
2.6842105263157894,0.2649236302667769 + 1.7261899420346623im,9.600090061481152 + 6.484896026454783im
2.7368421052631575,0.19791603461031806 + 1.623270986324822im,-3.736186609147005 + 14.380288695460255im
2.789473684210526,0.1507472094162787 + 1.5732766517893173im,-4.066386539488792 + 0.32096707230930144im
2.8421052631578947,0.11101776796916021 + 1.5640797343749107im,-4.6481702316120534 + 5.393186146819814im
