time,corr1,sum
0.0,4.042966134444268,4.042966134444268
0.01,0.0,0.0
0.02,2.0453929763457097,2.0453929763457097
0.03,0.0,0.0
0.04,2.3217070203113472,2.3217070203113472
0.05,0.0,0.0
0.06,2.149541502620737,2.149541502620737
0.07,0.0,0.0
0.08,2.0684908277758773,2.0684908277758773
0.09,0.0,0.0
0.1,2.15475585398293,2.15475585398293
0.11,0.0,0.0
0.12,1.8611391054346011,1.8611391054346011
0.13,0.0,0.0
0.14,1.8249169703830583,1.8249169703830583
0.15,0.0,0.0
0.16,1.7569896803416603,1.7569896803416603
0.17,0.0,0.0
0.18,1.917801165046782,1.917801165046782
0.19,0.0,0.0
0.2,1.9943883254371024,1.9943883254371024
0.21,0.0,0.0
0.22,1.829226673194932,1.829226673194932
0.23,0.0,0.0
0.24,2.1758157054018845,2.1758157054018845
0.25,0.0,0.0
0.26,2.0539479362309074,2.0539479362309074
0.27,0.0,0.0
0.28,2.0900666068111047,2.0900666068111047
0.29,0.0,0.0
0.3,2.038424913099145,2.038424913099145
0.31,0.0,0.0
0.32,1.9221554049651293,1.9221554049651293
0.33,0.0,0.0
0.34,1.9233289137561027,1.9233289137561027
0.35000000000000003,0.0,0.0
0.36,2.164236850304479,2.164236850304479
0.37,0.0,0.0
0.38,2.431388938316535,2.431388938316535
0.39,0.0,0.0
0.4,1.9057481340780429,1.9057481340780429
0.41000000000000003,0.0,0.0
0.42,2.0843932016700175,2.0843932016700175
0.43,0.0,0.0
0.44,1.9969971827864812,1.9969971827864812
0.45,0.0,0.0
0.46,1.9199974594769393,1.9199974594769393
0.47000000000000003,0.0,0.0
0.48,2.0801901821625073,2.0801901821625073
0.49,0.0,0.0
0.5,1.821888952430748,1.821888952430748
0.51,0.0,0.0
0.52,1.8102570582929787,1.8102570582929787
0.53,0.0,0.0
0.54,1.7826590731262755,1.7826590731262755
0.55,0.0,0.0
0.56,1.968176831894164,1.968176831894164
0.5700000000000001,0.0,0.0
0.58,1.9183624789710416,1.9183624789710416
0.59,0.0,0.0
0.6,2.1446393516253024,2.1446393516253024
0.61,0.0,0.0
0.62,2.140115480986272,2.140115480986272
0.63,0.0,0.0
0.64,2.135212955385324,2.135212955385324
0.65,0.0,0.0
0.66,2.4873357699374177,2.4873357699374177
0.67,0.0,0.0
0.68,2.039444501520652,2.039444501520652
0.6900000000000001,0.0,0.0
0.7000000000000001,2.2222348488294372,2.2222348488294372
0.71,0.0,0.0
0.72,2.1460198046423713,2.1460198046423713
0.73,0.0,0.0
0.74,2.1465387421515,2.1465387421515
0.75,0.0,0.0
0.76,2.06406504577159,2.06406504577159
0.77,0.0,0.0
0.78,1.8621431057566247,1.8621431057566247
0.79,0.0,0.0
0.8,1.8738692740892195,1.8738692740892195
0.81,0.0,0.0
0.8200000000000001,1.7298024382730204,1.7298024382730204
0.8300000000000001,0.0,0.0
0.84,1.8844754304534874,1.8844754304534874
0.85,0.0,0.0
0.86,2.0956341934073675,2.0956341934073675
0.87,0.0,0.0
0.88,1.90961708505832,1.90961708505832
0.89,0.0,0.0
0.9,2.1735327116202035,2.1735327116202035
0.91,0.0,0.0
0.92,1.860289086428996,1.860289086428996
0.93,0.0,0.0
0.9400000000000001,2.337872004481645,2.337872004481645
0.9500000000000001,0.0,0.0
0.96,2.689667160686879,2.689667160686879
0.97,0.0,0.0
0.98,2.2681521272556635,2.2681521272556635
0.99,0.0,0.0
1.0,2.125710729179078,2.125710729179078
1.01,0.0,0.0
1.02,1.9709909207126746,1.9709909207126746
1.03,0.0,0.0
1.04,2.197851696102547,2.197851696102547
1.05,0.0,0.0
1.06,2.149669934184446,2.149669934184446
1.07,0.0,0.0
1.08,2.097466652854961,2.097466652854961
1.09,0.0,0.0
1.1,1.9228819478832735,1.9228819478832735
1.11,0.0,0.0
1.12,1.857195265360774,1.857195265360774
1.1300000000000001,0.0,0.0
1.1400000000000001,1.9156675747906313,1.9156675747906313
1.1500000000000001,0.0,0.0
1.16,1.8614308444811307,1.8614308444811307
1.17,0.0,0.0
1.18,1.7605342133580706,1.7605342133580706
1.19,0.0,0.0
1.2,1.7958527103275674,1.7958527103275674
1.21,0.0,0.0
1.22,1.8493339327935516,1.8493339327935516
1.23,0.0,0.0
